data,stayingpower,texture,smell,price,colour,shipping,packing
"Uses: make new beauty Color fastness: wipe The lipstick great, I really enjoy using it, but it's a bit dark.",positive,,positive,,negative,,
International goods delivered very quickly Pack carefully The lipstick has a pleasant smell The price of a chestnut makes me faint if I put it on my lips,,,positive,positive,,positive,positive
The picture is ok but the color of the lipstick is amazing and the packaging was careful,,positive,,,positive,,positive
"Pack the product securely, the shop prepares and delivers it quickly. The image is illustrative",,,,,,positive,positive
"The lipstick is quite fragrant, the orange color is not very beautiful. I will continue to support this shop",,,positive,,negative,,
"The lipstick color is so pretty, fast delivery too",,,,,positive,positive,
"Translating, fast delivery Pack carefully Will support this shop next time",,,,,,positive,positive
Packaged beautifully and securely. The lipstick has a solid design and strange color. The smell is a bit pungent,,,negative,,neutral,,positive
"Goods delivered in the right color, fast delivery time, beautiful have bought many times",,,,,positive,positive,
Pack carefully. Beautiful,,,,,,,positive
"Shop has good service, delivery takes a while, shipper is easy-going",,,,,,negative,
"Cheap but very beautiful ?perfect color ?Soft and smooth, not too dry ?",,positive,,positive,positive,,
"Packed securely, lipstick color is delivery time is relatively fast",,,,,positive,positive,positive
"906 is an earthy orange, I really like the matte lipstick and it doesn't rub off on the cup",positive,,,,positive,,
"The lipstick color is beautiful, I'm using the 3rd one now This color is beautiful for winter",,,,,positive,,
"Number 23 doesn't look like the picture on the outside, in the vase it's more of a burnt orange color, but on the outside the orange tone is quite a bit more orange, in my opinion it's a bit fresh, lacking in depth. Please look at the carefully before buying The quality of this line is top notch, only the color is not as expected",,,,,negative,,
"The lipstick color is beautiful, the lipstick is liquid. The color is just like the picture, the ability to adhere to the lips is quite good without releasing too much lipstick. Lips should be exfoliated before applying.",positive,neutral,,,positive,,
"The color is absolutely beautiful [HOT] Quickly sign up for ""No Miss Call"" - don't worry about VNM calls, the service is completely FREE, or sign up right away at your spouse's phone number with the code: DK [phone number] 925. Also see customer reviews about No Miss Call service: Details LH 789 (0d).",,,,,positive,,
Son ok It's very powdery But it still goes by quickly Collecting is the main thing hihihhihihiih,negative,neutral,,,,,
Excellent product quality Cheap but beautiful. Minus point for delivery taking too long. It's been almost a month and a half,,,,positive,,negative,
"Beautiful color, long-lasting lipstick, not powdery or sticky, keeps lips moist. Super fast delivery. I bought it during the flashsale, and I also got a free lip gloss in color DT05. Extremely satisfied ?",positive,positive,,positive,positive,positive,
"Beautiful shell, pretty color Hcigxigzjjgzkgxitzitzitzitxitzitzoyxoyxo",,,,,positive,,
"So pretty, has a gentle fragrance, in general, everyone should buy it :))))",,,positive,,,,
"Uses: xInh Texture: Min Color fastness: quite good The lipstick is super smooth, I really like it. Beautiful from the outside to the inside",positive,positive,,,,,
"It took a while to receive the product, the lipstick color is beautiful, and the chocolate scent is as attractive as a lover's",,,positive,,positive,negative,
"The lipstick color 25 Final note is so good, the quality is so creamy, I really like it :3",,positive,,,positive,,
The color is extremely beautiful and smooth,,positive,,,positive,,
"I've bought a lot from this shop, every time I'm satisfied, the price is ok and the product is genuine",,,,positive,,,
Color is up to standard,,,,,positive,,
"design is so beautiful, friends. The quality is quite good compared to the price range, the small and convenient items are all color tones",,,,positive,,,
"Beautiful quality, fast delivery, beautiful color, bought 1 piece but had to buy 3 more ? ?",,,,,positive,positive,
"The lipstick color is not the same as the photo, it's a bit more pink, the lipstick applied on the lips leaves a pattern, anyone whose lips are dry will see the edges of the lip lines and the skin of the lips very clearly. The packaging is beautiful, if you patiently apply it with a lip brush, it's ok",,negative,,,negative,,
"Fast delivery, soft and smooth lipstick, perfect color, fragrant chocolate scent.",,positive,positive,,positive,positive,
Good producttttt Fast delivery I will support you for a long time,,,,,,positive,
"Beautiful product, smooth lips. The image is only for receiving coins, but it takes a long time to deliver because it's overseas so that's okay",,positive,,,,neutral,
Luxurious and smooth. Pretty . Should buy. Package carefully. Will come back. @@@@@@@,,,,,,,positive
"Son is so pretty, mnnn. It's cheap but the quality of the lipstick is so good that it spreads, to the lips, and doesn't dry out like it has a nourishing layer. The smell when I opened it felt a bit unpleasant to me. Test a darker color on your hand. But because of my lip pigmentation, it looks like a lotus pink ? If you buy this lipstick at this price, you'll definitely go for it.",,positive,,positive,negative,,
"Uses: MAkeup Texture: f cream Color fastness: 4-6h Color 105 is perfect for mlbb, beautiful and wonderful ? a little dry. The color of dried rose petals is not pale but very natural. A bit dry",neutral,neutral,,,positive,,
"Color 25 and color 15 are so pretty, the lipstick is fragrant, soft and smooth, I also got an extra red lipstick as a gift, I really like it ?",,positive,positive,,positive,,
"Every of this color is so beautiful. Very smooth, doesn't dry my lips?",,positive,,,positive,,
"Relatively fast delivery, product looks like the picture, haven't tried it yet so don't know how the quality is, thank you store",,,,,,positive,
"It looks so orange on my lips, flatters my skin, fast delivery…",,,,,positive,positive,
The lipstick is okay and the color is ok,,,,,positive,,
The shell looks very good. The quality is not yet used so I don't know yet..fast delivery,,,,,,positive,
"I must say it's so beautiful. Enhances skin and teeth greatly. My skin is dark but when I apply it, it looks brighter.",,,,,positive,,
"Received the product, it's cheap, haven't used it yet so I don't know…",,,,positive,,,
"Delivery is a bit long, more than 1 week to receive, lipstick like wet wood but for the price it's OK :((",,,negative,positive,,negative,
"The lipstick has a smooth, matte quality and beautiful color. It's a bit dry, so apply a light layer of moisturizer first and overall you're very satisfied",positive,positive,,,positive,,
"Beautiful color, ordered close to Tet so delivery took a long time 105 is more pink than 104 104 is more brown nma both are earth tones can be used for bare face dark skin rcm 104",,,,,positive,negative,
The lipstick like orange. Tested and my hands are smooth. Waiting in vain hihiiu,positive,positive,positive,,,,
"Delivery took quite a while, I often use this products but this is the product that disappoints me the most, the whipped cream is very difficult to spread, dries quickly and unevenly ?",,negative,,,,negative,
"You are the most beautiful girl in the world, I didn't expect this service to be delivered so quickly.",,,,,,positive,
"Color 000 doesn't look good on the lips, the lipstick fades quickly, I don't like it-))",negative,,,,negative,,
"Product quality is very good, fast delivery, long support from aex",,,,,,positive,
"This lipstick is delicious, fragrant, smooth, delicious and cheap Looking for another sale, the price is 130k and the lipstick is so satisfying Received the lipstick very okelaaaaa Will support the shop hihi Wishing you good luck with your business?",positive,positive,positive,positive,,,
Uses: lipstick Structure: Carefully packaged Color fastness: Excellent Delivery took a while But the product quality is extremely excellent Eat color for a long time Cheap price,positive,,,positive,,negative,
"The lipstick applies smoothly, doesn't have powder, doesn't dry lips, delivers the right color…okkk",,positive,,,,positive,
"I like it very much everyone, beautiful color, fast delivery, reputable shop, I will buy again in the future ?",,,,,positive,positive,
"The product is beautiful, I have bought it 3 times here. Fast shipping, fast delivery:(((((((",,,,,,positive,
S?n p?nh khá OK giao hành nhanh,,,,,,positive,
"The new lipstick is the correct model but the box delivered is a bit distorted, probably due to the carrier. The remaining lipstick is beautifully scented",,,positive,,,negative,
"Lipstick covered with velvet, super white teeth color, flattering skin. Suitable for this winter",,,,,positive,,
"Use: for lipstick Texture: smooth, fragrant Color fastness: long lasting I really like the lipstick, it's very luxurious and smooth",positive,positive,positive,,,,
"Texture: easy to apply on lips, smooth Color fastness: not very color fast The color is super beautiful and always looks youthful You should apply foundation because the lipstick will be quite dry",negative,positive,,,positive,,
"The lipstick is a bit difficult to blend to match the image, just for the sake of accepting coins",,negative,,,positive,,
"The lipstick is okay compared to the price and like chocolate, but the lipstick is a bit small",,,positive,positive,,,
"The lipstick is very beautiful, carefully packaged, the color is very beautiful, bought at a sale price, very satisfied.",,,,positive,positive,,positive
"This color is very western but a bit too orange, please note when buying, mixing will make it look better",,,,,negative,,
"Bbia lipstick color 25 is very pretty, looks white on skin and teeth, and comes with an extra eglip tube. Pack the goods very carefully. In general, very satisfied.",,,,,positive,,positive
The lipstick has a beautiful color and good. Fast delivery and carefully packaged,,,positive,,positive,positive,positive
"The product is quite ok, suitable for student prices and the smell is light but the delivery is a bit slow. You can buy from this shop. Videos and pictures are for shopxu purposes only.",,,positive,positive,,negative,
I'm so looking forward to this one that I want to cry. I tried the lipstick color and I really love it,,,,,positive,,
"It took a while to prepare the goods, but the goods were delivered very quickly and carefully packaged",,,,,,positive,positive
"Beautiful lipstick, I bought color 105 for the 3rd time already. The color is beautiful, no need to talk about it",,,,,positive,,
"Beautiful lipstick, standard color, matte. Eagle.",positive,,,,positive,,
"International products so delivery takes a while. Lipstick color is the same as picture, of soap, lipstick is quite matte",positive,,neutral,,positive,negative,
"Delivery takes about 7 days, price is quite cheap, lipstick quality, I don't think the lipstick to my lips",,,,positive,,neutral,
"like paint over color not like picture, long delivery, no reply. It's over",,,neutral,,negative,negative,
"The lipstick is smooth, the color is beautiful, the palette is a bit smaller than expected but the price is cheap so I don't ask for much, great.",,positive,,positive,positive,,
"Correct color delivered. Smooth lipstick, smooth lips. Pleasant fragrance. Color 24 is so pretty I bought it twice",,positive,positive,,positive,positive,
"Uses: sOn is so beautiful in the house, I buy a full-size 180 Texture: Smooth skin x Color fastness: matte lipstick is very fragrant",positive,positive,positive,,,,
"The color is beautiful but a bit too orange. Soft lips, not dry and light ?",,positive,,,neutral,,
"Pack the product carefully, international shops may take a while to deliver. Will continue to support the shop.",,,,,,negative,positive
"The lipstick has the right color, the color is very pretty on the lips. Exactly the 2 colors I was looking for",,,,,positive,,
"There are no photos here so I'll just use them for now standard red lipstick; I find it beautiful and very suitable for Tet, it doesn't turn too pink because my lips are pink However, the lipstick is a bit dry and to the lips, so those with a lot of lip lines should pay attention to moisturizing The packaging is also thoughtful, but shipping takes a bit long",,negative,,,positive,negative,
"*image carries coin receipt The color is beautifulpppp, it looks very natural but I don't like the smell, it like a very chocolate coffee scent",,,negative,,positive,,
"The lipstick is smooth, doesn't dry the lips, easy to wear, beautiful packaging, not the same color as the",negative,positive,,,negative,,positive
"The lipstick is so pretty, buy 4 for only 157k and the quality is smooth and fragrant?",,positive,positive,positive,,,
"what fiufxuxt8ccit, ncl lipstick a bit dark but it's",,,negative,,,,
"The color I bought is so pretty, the lipstick is soft and light like velvet, doesn't dry out my lips, suitable for use in winter.",,positive,,,positive,,
"Deliver the correct model. The lipstick like chocolate. But the color is so thin that when applied on the lips, the color doesn't show up huhu, what a pity. Second time buying from the shop but this time a bit disappointed with the lipstick",,,positive,,negative,neutral,
"Wow, buy 6 items and get 6 free items and a thank you letter, I like that. Carefully packaged, fast shipping.",,,,,,positive,positive
"Haven't tried the product yet, but I think it's on sale so I bought it to try, ok, I'll buy again",,,,positive,,,
The product is super beautiful and the color on the lips is super pleasing. I will buy it a lot,,,,,positive,,
Packaged very carefully and the quality of the lipstick has not been used yet,,,,,neutral,,positive
The lipstick has a pink base ? International product but delivery only takes 1 week.,,,,,,positive,
"Beautiful color, standard matte lipstick. But my lips are extremely dry. Those who want to apply should exfoliate and nourish their lips thoroughly",positive,negative,,,positive,,
Super pretty. Very smooth lips but the orange-red color is more like orange-pink,,positive,,,negative,,
"Wrap carefully. The lipstick case is very beautiful, the lipstick color is very flattering on the skin. However, the lipstick is a bit powdery and the color adhesion is not high. But still worth the money.",negative,negative,,positive,positive,,positive
"I find lipstick with streaks like that amazing :))) Fast delivery, good packaging",,,,,,positive,positive
"The lipstick color is amazing, it applies smoothly to the lips, and the packaging is beautiful. Dgia received coins",,positive,,,positive,,
"The lipstick has standard color, smooth texture, not powdery like the romand velvet tint I used to use, has a chocolate smell like the lipstick color name.",,positive,neutral,,positive,,
"The product was well packaged, the shipper was enthusiastic, I haven't used it yet so I don't know the quality",,,,,,positive,positive
"Carefully packaged, long delivery time, beautiful lipstick color, soft and smooth lips, but not matte",negative,positive,,,positive,negative,positive
So amazingeeee 100000 Waited a bit but it was worth it ?,,,,,,negative,
"Beautiful color lipstick, cheap but quite good quality, sturdy product packaging",,,,positive,positive,,positive
"The lipstick is beautiful but a bit dry, everything is",,negative,,,,,
Color fastness: beautiful lipstick fast delivery top,neutral,,,,,positive,
"The lipstick is smooth, has beautiful color, does not cause clumping. In general, very satisfied",,positive,,,positive,,
"The shop packed the goods carefully, the lipstick color is quite beautiful, but the lipstick smell is a bit for me",,,negative,,positive,,positive
"Foreign shops should take a long time to deliver Shipper is friendly The shop gives enthusiastic advice Pack carefully As for the quality, I don't know yet because I haven't tried it yet",,,,,,negative,positive
"Son is also fine The color is also beautiful and long lasting Vs the price of 20k is too good Everyone, come buy it and try it …xbjcjdodjfododififidofoowjdjdjcjfjfjjfjdjsjskskdjfifidjjdjfg",positive,,,positive,positive,,
I thought it was cheap so I bought it to try. The lipstick is a bit small :)) It's quite smooth on the lips and like chocolate. Will buy some other colors,,positive,positive,positive,,,
"Uses: beauty Texture: okay Color fastness: normal The color is not the same as the picture but very beautiful, slightly pink",neutral,positive,,,positive,,
"Color fastness: not very pigmented Uses: smooth, beautiful color lipstick that doesn't dry out your lips",negative,positive,,,positive,,
Long shipping nma mall so reputable and cheap price ncl bbia so buy from mall,,,,positive,,negative,
"Carefully packaged, good shock resistance, very beautiful color, exactly the color I like. If it works well and doesn't dry my lips, I will continue to support it.",,neutral,,,positive,,positive
"Beautiful matte lipstick color, I still like it after using it the Nth time…",positive,,,,positive,,
"Receive all goods hahaha?! Every time I wait in line, I'm tired of waiting",,,,,,negative,
Estimated delivery time for this product is 7-9 days Moisturizing and hydrating fruit-flavored colorless lip balm designed in the shape of a beer bottle for men and women Product name: Lipstick Color: As pictured Random color,,,,,,neutral,
"The lipstick is smudged, not as beautiful as I expected, the color is fine on the lips, …,…",,negative,,,positive,,
"The product is great, but because my skin has a bit of a hard time choosing the color and usually only suits earthy orange tones, I don't like it very much when I apply it haha ?",,,,,negative,,
"The lipstick color is very beautiful, but when opened inside, it looks like someone used it intentionally",,,,,positive,,
"Very stubborn everyone, both romance and merzy bars. They smell like ulatroi chocolate ?",positive,,positive,,,,
"Beautiful lipstick with cheap price, you should buy it",,,,positive,,,
"I bought it before so I still like this version even though Clay has a new version, lipstick quality, chocolate smell, orange brown base. Boundary should be set from 1/1 bh ms yes",,neutral,positive,,neutral,,
"The color on the left is 402, the color on the right is 302, very beautiful Color 402 is a bit darker Color 302 is a bit",,,,,positive,,
"Scruchies are beautiful, genuine, and cheap The lipstick is stable, soft and beautiful, I bought color 06 me li, for both white and dark skin",,positive,,positive,positive,,
"The lipstick is very beautiful, everyone..the color is very beautiful..it's a waste if you don't buy it..the shop packed the goods carefully..5 stars",,,,,positive,,positive
"Beautiful color, fragrant smell, rhehdhehdhebdbdhueisjsnsndbdhdhdueiesj",,,positive,,positive,,
"Super soft and smooth material ?100,000 points worth buying lames mn price all ok genuine products",,positive,,positive,,,
I used bbia and found the lipstick to be very soft and smooth. I think the color is also beautiful. Translated and delivered very quickly,,positive,,,positive,positive,
"Delivery is quite fast. At this price, the lipstick is Don't get it wrong kakakak",,,,positive,,positive,
"Beautiful color, beautiful quality, sturdy packaging, no distortion of the lipstick box…",,positive,,,positive,,positive
"The lipstick case is very pretty and has a rough texture, but the quality of the lipstick is not blendable, I don't know why, the lipstick color is as pretty as the photo",,negative,,,positive,,
Uses: Lovely color Texture: very beautiful Color fastness: Hand sanitizer is not available Beautiful,neutral,positive,,,positive,,
"Very beautiful lipstick, color 402, smooth and soft, suitable for lips All skin types okla. Beautiful form",,positive,,,positive,,
"Okela, colors 1 vs 6 are great, color 2 is pink ? nnn",,,,,positive,,
"Good lipstick, beautiful color, soft and doesn't dry lips, and comes with a free gift. Backaching is super nice and sturdy.",,positive,,,positive,,
Goods received! Correct color delivered! Lipstick is ok! But my lips are a bit dry! Feeling a bit hot after 2 hours of use,,negative,,,positive,neutral,
"Packed carefully and carefully, you should buy it ?",,,,,,,positive
"The lipstick is bigger than I thought, the color is similar to the photo, and it like candy",,,positive,,positive,,
"The shop packaged carefully, waiting for the goods took a bit long, but the product is satisfactory, I ordered more than 500k and got free lipstick and balm tube,",,,,neutral,,negative,positive
"Delivery took a while The lipstick doesn't smell very good But quite stubborn Not exactly like the picture, but I like it better, but the color in the picture is a bit too pink Overall ok",positive,,negative,,positive,negative,
"Lovely lipstick, perfect lip color, worth the money. You should buy it. Shop delivered quickly and completely.",,,,positive,positive,positive,
Bbia a25 is a legend. This is the first lipstick I've used for the third time and still like it,,,,,positive,,
"The design of the lipstick is so beautiful and luxurious, the color v24 has a matte black cap, while the V18 has a red velvet cap, it looks so luxurious and smooth, the 10 VND lipstick is soft and smooth on the lips, the color 24 looks reddish brown but it curls brown when applied to my lips, I'm sure the concealer will show up the true color better than the color 18 which is excellent.",,positive,,,positive,,
"The lipstick color is ok, the quality is super matte but the lipstick color is not very similar to the picture 8/10",positive,,,,negative,,
"Fast delivery, quality packaging, beautiful lipstick colorpppppp",,,,,positive,positive,positive
"Uses: sOn Texture: OK cream Color fastness: OK Overall it's OK, haven't used it yet so I don't know how the quality is",positive,positive,,,,,
Fast delivery time Product quality is ok Pack carefully,,,,,,positive,positive
"Fragrant lipstick, beautiful packaging, worth the money",,,positive,positive,,,
"Cheap price but quite good quality :>> Because it is an international product, shipping takes a little while",,,,positive,,negative,
I gave it as a gift so I don't know the quality of the lipstick but it looks really good and was packaged very carefully,,neutral,,,,,positive
"The lipstick is beautiful, has a light shine, beautiful color and good. p/s: the lipstick color in the photo is a bit different from the outside.",,,positive,,neutral,,
"Shipped carefully packaged, delivered the right color, will come back to support the shop. You should buy it, everyone",,,,,positive,neutral,positive
The shop delivered the correct product. Fast delivery. The image is for the purpose of receiving coins,,,,,,positive,
"Fast delivery, color 401 is completely different from the picture but the color is still beautiful like the colors I use every day",,,,,positive,positive,
Pretty lipstick color. Long lasting lipstick. It so good. 5 stars always,positive,,positive,,positive,,
"Excellent product quality, faster than expected delivery, securely packaged",,,,,,positive,positive
"Pictures and comments are for entertainment purposes only, but the lipstick is smooth and the color is pretty but a bit light, so if you combine it with another color it will look better.",,positive,,,positive,,
"The lipstick is beautiful, the color is perfect, the smell is fragrant, the image is just for receiving purposes.",,positive,positive,,positive,,
"The image is for the purpose of receiving coins only. I haven't tried it yet so I don't know if it looks good on my lips, but the delivery is quite fast.",,,,,,positive,
The color of the soft lipstick is also very beautiful. This is the second time I bought it and I still like it from Focallure,,positive,,,positive,,
Product quality is good. Fast delivery time. The shop packs the goods carefully and completely. Will continue to support.,,,,,,positive,positive
"This color is like the color of dried rose petals, it's quite flattering on skin, and the quality is so good that when applied, it sets the lips right away.",,positive,,,positive,,
"The shop delivered quickly, the quality is very good, everyone. In my opinion, the lipstick is not very matte, but the color is very good, I also received a gift, I will support you for a long time.",negative,,,,positive,positive,
"Beautifully packaged, smooth lipstick and beautiful color. Will continue to support the shop kkk",,positive,,,positive,,positive
Fast delivery…beautiful lipstick color,,,,,positive,positive,
"Uses: lipstick Texture: water Color fastness: 3-4 hours Wow, I thought it wouldn't be delivered :)) It turns out the guy who sent it to me took it home and now he delivered it and it was delivered successfully :))) I bought it twice and it's cheap but I like it a lot. Personally, I like this one more than black rouge.",positive,neutral,,positive,,neutral,
The lipstick smell is a bit and pungent. The color rendering is not very accurate. The pink base is a bit cheesy. But in general at this price range it's ok,,,negative,positive,negative,,
"Delivery took a while but due to the pandemic it's okay. Pack carefully. like chocolate coins from when I was a kid. Beautiful color, suitable for dark skin like me. The lipstick is not completely smooth, it's still a little powdery when applied to the lips and the color is uneven in some areas. Ncl for the price is ok.",,negative,neutral,positive,positive,negative,positive
"H.a tc to receive coins. Beautiful lipstick color, both colors are very good. like chocolate and when applied, it's light and not sticky or heavy on the lips. Genuine ?",,positive,positive,,positive,,
"The lipstick is soft and beautiful, so I don't like it and will buy it again after a long time",,positive,,,,negative,
"Very fast delivery, sturdy packaging, smooth, fragrant lipstick…",,positive,positive,,,positive,positive
"tell me that k is beautiful, everyone =)))))) In my opinion, 25 is more beautiful than 38",,,,,positive,,
"When I read the review and saw that this product was a cream lipstick (I haven't used a matte cream lipstick in 3 or 4 years), I was a bit hesitant to buy it, but I found it cheap and had many beautiful colors so I was quite looking forward to it. It really didn't make me feel disappointed. The quality of the cream lipstick has improved a lot and is no longer as dry as before. The color is very beautiful and I like it!",,positive,,positive,positive,,
"Super beautiful lipstick, packaging will definitely continue to support",,,,,,,positive
"The color is quite good, delivery is fast, the product's price is also good, kmai quality is also good,",,,,positive,positive,positive,
"The packaging is a bit bad but it's okay, I haven't used the lipstick yet so I don't know yet, but I see people buy a lot so I'm quite looking forward to it.",,,,,,,negative
"The color is beautiful, but the lipstick feels powdery, fades quickly, and the lipstick shell gets dirty easily. The lipstick is too light to hold so it doesn't feel very sturdy. But compared to the price, it's ok",negative,negative,,positive,positive,,
"Fast delivery, beautiful color lipstick, good quality Should",,,,,positive,positive,
"The color is beautiful but the lump doesn't know how to play it so it's ugly. In general, 50k won't say anything",,negative,,positive,positive,,
"The product is beautiful, the shop's service is also good, the product is not missing, the shipping is cheap and it's very beautiful",,,,positive,,positive,
The lipstick is smooth and beautiful but I haven't checked it yet.,,positive,,,,,
"Uses: l Beautify lips f It's so beautiful, the lipstick like chocolate and makes me want to lick it all off. It's cheap and beautiful, good quality",,,positive,positive,,,
"Received the goods very satisfied, wrapped with a shockproof bag so the product was not damaged. The appearance looks pretty and sweet, the eyeshadow color is quite good, the shimmer color adheres very well. According to previous customers' feedback, the lipstick is smooth, has a gentle scent, doesn't last very long but I like it ?",negative,positive,positive,,,,positive
"Beautiful color, 10 VND, beautiful color, same durability, also okay",neutral,,,,positive,,
"Delivered in correct color, carefully packaged. The lipstick is beautiful and long lasting, but unfortunately it doesn't match my skin tone",positive,,,,negative,neutral,positive
"Use: lipstick Texture: … Color fastness: lasts longer if not eaten Because it's an international product, it takes a long time to deliver, the right color, beautiful lipstick, applies lightly on the lips, easy to spread but also fades quickly if eaten or drank, has a light chocolate scent, light to hold, compact. Overall, the product is good, suitable for the price…",negative,neutral,positive,positive,,negative,
"Carefully packaged, fast delivery. Ordered 10/10 today and got it. Outstanding lipstick quality ?",,positive,,,,positive,positive
Product quality is very good. Pack the product beautifully and securely,,,,,,,positive
"The color is so pretty, the orange, orange, red, red look looks great. But it wears off quickly, overall it's worth the money. At this price, getting a lipstick like that costs 10 points~",negative,,,positive,positive,,
Bought at the mall so I'm very confident about the product. I bought color 25 twice because I liked it so much that I bought it again ? great,,,,,positive,,
"The lipstick color is beautiful, the cream is smooth and fragrant, the seller packed the goods well…",,positive,positive,,positive,,positive
"The lipstick is super beautiful, the color is extremely trendy. Color 505 is slightly earthy pink, color 502 is more earthy orange. Applying it on a bare face is also very pretty, suitable for those with light skin",,,,,positive,,
"Very pretty color, delivery took a bit long!",,,,,positive,negative,
"I didn't expect too much when I bought the lipstick on sale, but the result was better than expected. My lips were dry, so I put a layer of lip balm underneath to help prevent dryness. It feels smooth on my lips, but the lipstick feels a bit tight =))",,neutral,,positive,,,
"I think the lipstick color is okay, the lipstick looks great",,,,,positive,,
"Beautiful color lipstick, light scent. Will continue to support shop",,,positive,,positive,,
"Use: lipstick Texture: stick Color fastness: okay Good product quality, quick delivery, carefully packaged and beautiful product.",positive,,,,,positive,positive
"I don't understand why the review says it applies beautifully but when I apply it, it beeps like it's powdery on my lips..it's boring and streaky.",,negative,,,,,
"Texture: creamy The lipstick is smooth on the lips, creamy so it doesn't dry out the lips, beautiful lipstick color at a cheap price",,positive,,positive,positive,,
"The lipstick is still of the same quality as the last time I bought it. Color 25 is very easy to use and suitable for all skin types. It doesn't wear off quickly at all. The price is reasonable, looking at the photo you can see that even though I'm poor, I like Bbia so much ?. Fast deliveryhhh?",positive,,,positive,positive,positive,
"The lipstick is smooth and the color is beautiful. Even though the delivery took a while, the lipstick is beautiful so I think it's worth the wait",,positive,,,positive,negative,
"NCL tiny lipstick is affordable, not very high quality lipstick, applied on dry lips but quickly fades away nx nma, cheap price so I'll accept it for now. I advise you to spend a little money to buy a lipstick that is a bit expensive, but you can't afford to buy something cheap and expect quality ?",negative,negative,,positive,,,
"Packed carefully, the lipstick is very beautiful ?This is the first time I bought lipstick on shoppe and I'm so satisfied ?the lipstick is smooth and matte, very fragrant 10/10",positive,positive,positive,,,,positive
Great quality product Beautiful model Fast delivery Pack the goods securely,,,,,,positive,positive
"The lipstick color is so pretty, the delivery was fast and I received it in less than 1 week.",,,,,positive,positive,
Deliverygggggggg,,,,,,positive,
"Great product quality, fragrant lipstick, beautiful color, great ?",,,positive,,positive,,
"Ok product, sturdy packaging, fast delivery, lovely friendly shipper",,,,,,positive,positive
"Excellent product quality, secure packaging, fast delivery. Shop has good service.",,,,,,positive,positive
"It has a slightly pungent smell ? Khum knows it's because of the lipstick's smell, but I don't like its smell very much",,,negative,,,,
"Video of the nature of receiving coins Good lipstick Shipper is familiar, cute, and delivers quickly",,,,,,positive,
The product is very pleasant to use. Used and ordered again. But delivery took too long. Ordered from the 1st to the 20th to receive,,,,,,negative,
"The lipstick is beautiful, fragrant, and lasts ? Every time I use it until it's almost gone, it's a bit dry. Bought during flash sale so great price",,negative,positive,positive,,,
"(Rating 50 characters This color is so pretty, buying genuine so you can rest assured :3",,,,,positive,,
Uses: standard color Structure: definitely packed carefully Color fastness: not very and not as as the picture Cheap price so buy it,negative,neutral,,positive,positive,,positive
"The lipstick like chocolate, the color is beautiful, it's just that it's a bit ugly",,,positive,,positive,,
"Powder lipstick, difficult to spread evenly, color is perfect but a bit strange, like dishwashing liquid, at this price you shouldn't expect too much",,negative,negative,positive,positive,,
"The lipstick is compact and lightweight, has a chocolate scent, smooth color, and fades quickly. Overall suitable for the price",negative,positive,positive,positive,neutral,,
"The product is compact and beautiful. The smell is also a bit faint, I haven't applied it on my lips yet so I'm not sure how the color will turn out. Correct delivery",,,neutral,,neutral,neutral,
"The store packed it carefully. The lipstick was bought as a gift for a friend, so I don't know the quality.",,,,,,,positive
Fully delivered. Shop delivers quickly. Goods intact. Will support the shop,,,,,,positive,
"The lipstick is beautiful and smooth, gives beautiful lip color. Smooth, evenly colored lips, beautiful",,positive,,,positive,,
"The color is pretty, light on the lips but a bit sticky, the chemical smell is quite unpleasant, but at this price you can't complain about a quality lipstick like this.",,negative,negative,positive,positive,,
"The price is cheap but the packaging and quality are not cheap at all. After using many types of lipstick, I like this lipstick color the most, with many easy-to-choose color tones, soft, long-lasting lipstick. The sunscreen has a fragrant scent, has a tone lift, and feels not sticky or dry on the skin.",positive,positive,,positive,positive,,
"Beautiful lipstick, fast delivery, lipstick color, very flattering on the skin. good too",,,positive,,positive,positive,
"The package is sketchy but still ok, you should buy it",,,,,,,positive
"Received the product a few days ago but now remembered to rate it. Fast delivery, beautiful lipstick",,,,,,negative,
"Uses: lipstick is not very matte Texture: genuine packaging with cow lun Color fastness: however, the lipstick is long-lasting The lipstick looks really good, but it's not matte, you get what you pay for. I really like the color ?",negative,neutral,,,positive,,
"The lipstick has such a beautiful color, if you don't blend it quickly, it will become matte very quickly. If you wipe off the lipstick quite liquid, it will slip off and the lipstick will show up.",positive,,,,positive,,
"The packaging is very good, the lipstick great and the lipstick quality is top notch",,positive,positive,,,,
"Small and pretty, I really like it, fast delivery, I received it in 5 days",,,,,,positive,
"Uses: beauty Texture: beautiful Color fastness: fades quickly Fast delivery, reputable shop, quality products",negative,positive,,,,positive,
"You get what you pay for, folks",,,,neutral,,,
I swear I like it very Love it from the packaging to the product,,,,,,,positive
The color is very pretty The lipstick is much softer and smoother than expected. I bought it again a second time and still very satisfied,,positive,,,positive,,
"The 3rd color on my hand in order from top to bottom is color 502, a very pretty earthy pink color with a orange glow, exactly like the MLBB color. Everyone should buy this color.",,,,,positive,,
The lipstick color is quite nice. I think the outer shell is super cool. You should buy it,,,,,positive,,
"Pictures and videos are for coin acceptance purposes only, but the lipstick color is ok and fast delivery will support the shop",,,,,positive,positive,
"Maybe there was a border blockage so delivery took a while ? but the packaging was careful and the box was not dented, so I'm very happy. Bought as a gift so not sure how fast the color will be.",neutral,,,,,negative,positive
