data,stayingpower,texture,smell,price,colour,shipping,packing
"Super pretty lipstick ? super quality packaging. Fast delivery ? 5 stars, you talk a lot ?",,,,,,positive,positive
"Bought it for the n+1st time. Very pleased with the smooth, silky lipstick. This new version has a more compact lipstick applicator and less smudges than the old version I bought not long ago.",,positive,,,,,
"Long delivery, very careful packaging, very beautiful product, ok",,,,,,negative,positive
"The lipstick is extremely beautiful, everyone. The smell is also very fragrant. The lipstick quality is also ok",,positive,positive,,,,
"Smooth lipstick The color is very beautiful Which is cheap To me, the scent is not very fragrant But for that price it's OK",,positive,negative,positive,positive,,
"The lipstick is smooth, beautiful, holds firmly in the hand, great :v I want to eat it =))) This color on the lips is a bit more earthy brown and less red.",,positive,positive,,positive,,
"This price compared to the quality is more than expected, the standard color is very good, I still praise it even if I don't give a penny.",,,,positive,positive,,
"The lipstick is smooth and beautiful, everyone should buy it ? ?",,positive,,,,,
"It's so great, the lipstick is soft and feels gentle on the lips. A light note is to blend evenly to avoid smearing on the inner lips",,positive,,,,,
"For this price, I don't expect anything more, the lipstick is as beautiful as the picture and very matte and non-slip",positive,,,positive,,,
"Color fastness: 8/10 Pack carefully. Very pretty, full of chocolate, ok lipstick color, so testing your lips before applying will make it more beautiful. The price is too cheap. shop",positive,,positive,positive,positive,,positive
"The lipstick color is so cute, but it feels like it's a bit small before seeing my friend buy it and it looks like a lot ?",,,,,positive,,
"The lipstick color is very good, but for some reason, as soon as I opened the box, I saw a horizontal swipe mark on the lipstick",,,,,positive,,
"The lipstick has a slightly unpleasant smell, and the quality of the lipstick is not as bold as in the picture. Images are for illustration purposes only",,negative,negative,,,,
"Beautiful product, fragrant, fast delivery, will support the shop for a long time?…",,,positive,,,positive,
"Super fast delivery, on sale so the price is great, the lipstick is smooth and doesn't dry your lips.",,positive,,positive,,positive,
Beautiful lipstick color Fast delivery Pack carefully … …,,,,,positive,positive,positive
"BBIA lipstick's quality is impeccable, soft and smooth. Especially the beautiful color.",,positive,,,positive,,
"The color is absolutely beautiful, you should buy it. So beautiful",,,,,positive,,
"The design looks very pleasing to the eyes, it's also wrapped very well so you don't have to worry about it being used, the lipstick color is very good ?",,,,,positive,,positive
"The price is cheap but the quality is very good, even though it takes a long time to deliver, but because the lipstick is so beautiful, I can't ignore it Everyone should buy it",,,,positive,,negative,
Very pretty color,,,,,positive,,
Shop carefully packaged and delivered quickly. The lipstick color is very beautiful. Next time I will continue to support this shop,,,,,positive,positive,positive
"Matte lipstick, super pretty color, sweet scent :3 Delivery took a while but the lipstick is so pretty so it's okay =)))",positive,,positive,,positive,negative,
"Uses: Lipstick, red color makes the face more radiant. Texture: The lipstick is smooth, easy to spread, and has the ability to fill in without revealing lip lines. Color fastness: Holds color for a long time, good, does not smudge on the cup when drinking water.",positive,positive,,,positive,,
"Beautiful product exactly as pictured, fast delivery, great sale price so surprisingly cheap, vote 5 stars",,,,positive,,positive,
"The lipstick is beautiful, the packaging is also nice, I bought it from the shop for the second time, but the romand lipstick wears off too quickly, the color is okela",negative,,,,positive,,positive
"Super fast delivery, the color is so pretty, just the right Christmas atmosphere.",,,,,positive,positive,
"Uses: The lipstick gives a perfect color Texture: beautiful and cheap lipstick Color fastness: when applied, it won't dry out your lips",neutral,positive,,positive,positive,,
"Uses: beautiful color Texture: beautiful Color fastness: matte, smooth Beautiful color, smooth matte cream, fragrant smell…",positive,positive,positive,,positive,,
"The color is quite standard but the lipstick doesn't adhere to the lips, which is a bit disappointing, but because it's cheap, you can't expect much",negative,,,positive,positive,,
"Very pretty hihi, at this price you can't beat it, the smell is nice, the lipstick is a bit difficult to spread, still very pretty",,negative,positive,positive,,,
Bought many times and the lipstick color is very beautiful. The shop carefully packaged the products,,,,,positive,,positive
"Extremely fast delivery… great product, ok price. …",,,,positive,,positive,
International delivery is also very fast ^^ super good packaging,,,,,,positive,positive
"The lipstick is super pretty and so precious, it's smooth but it doesn't last long, it to the lips but feels as light as a lipstick.",negative,positive,,,,,
"The shop is suitable for the price, like the color you want to use, depending on each person's budget",,,,positive,negative,,
Uses: delivery time is a bit long. But I don't know if the item is ok because I asked to pick it up for you.,,,,,,negative,
"Fast delivery, packaged product to ensure delivery of the correct type ordered",,,,,,positive,positive
"Received this lipstick, the lipstick is smooth and has a beautiful color, I bought it for work and find it very good",,positive,,,positive,,
Packed carefully. Buy from the shop so you can rest assured about the quality,,,,,,,positive
The color is beautiful and the lipstick quality is amazing. I never thought the lipstick quality would be this good,,positive,,,positive,,
Genuine product delivered with the exact model and lipstick color I chose. Very worth buying,,,,,positive,,
"Uses: When you apply lipstick, remember to remove makeup and dead skin so your lips don't easily darken Color fastness: fades, tightly to lips This lipstick is smoother, a bit shiny, less powdery, has a peach scent, has a consistent lipstick color and apricot shell, difficult to spread, difficult to remove makeup. Delivery size 13 days received.",positive,negative,neutral,,,neutral,
The lipstick is exactly luxurious-genuine-smooth:33 The color is beautiful and it's so smooth Fast deliveryhhhhhh Packaged securely:33,,positive,,,positive,positive,positive
"Full product delivery, beautiful lipstick and very sweet smell ?",,,positive,,,,
"Super beautiful products, super quality items, very worth the money",,,,positive,,,positive
"The lipstick looks so beautiful and luxurious, despite the translation, the delivery was quite fast",,,,,,positive,
"I think the lipstick packaging is quite beautiful, I haven't opened it yet to see the color and texture because it's a birthday gift, but it looks good so I give it 5 stars.",,neutral,,,neutral,,
Bought as a gift so not sure about the quality. But the goods were carefully wrapped so I still give it 5 stars,,,,,,,positive
"The lipstick color is quite beautiful but the lip lines are a bit obvious Excellent product quality, fast delivery time, beautiful product packaging",,,,,positive,positive,positive
"Very beautiful and quality products, everyone, super fast delivery, love the shop ?",,,,,,positive,
The lipstick is very soft and the quality is really good for the price of 50k but the capacity is small,,positive,,positive,,,
"The shop carefully packages the goods. Fast delivery. Beautiful lipstick color, suitable as a base lipstick.",,,,,positive,positive,positive
"I apologize to the shop because the pictures and videos are only for confirmation purposes, but the lipstick is beautiful and very accurate Delivery is also quite fast",,,,,,positive,
"Fast delivery, lipstick, beautiful color and fragrant ?",,,positive,,positive,positive,
"Beautiful color, fast delivery, eye-catching design. Pack carefully.",,,,,positive,positive,positive
"Texture: 8/10 Color fastness: 8/10 The image is unrelated to this color, so there's nothing more to say. Awesome huhuhuh armpit pain",positive,positive,,,positive,,
"Beautiful lipstick, doesn't dry lips, super fast delivery, shopee mall so definitely reputable",,neutral,,,,positive,
"I've used it many times so I can't comment much, overall the lipstick color is very nice",,,,,positive,,
"The product fragrant and pleasant, and at such a price, I'm quite satisfied! But the thing is that the product takes a long time to deliver, it takes almost 2 weeks to receive it. This is one point I deducted from the shop. Images are for coin recognition purposes only",,,positive,positive,,negative,
"High quality, affordable for students, delivery takes a while due to the epidemic",,,,positive,,negative,
"Fast delivery, the lipstick is smooth and like candy, I just ordered 2 more",,positive,positive,,,positive,
"Beautiful color, 10 VND, beautiful color, same durability, also okay",neutral,,,,positive,,
Uses: High quality lipstick Texture: k ro Color fastness: expensive,negative,neutral,,positive,,,
"As for the shell, it's very beautiful. Objectively, I give it 10/10 because it feels so smooth in the hand The lipstick quality is ok, very matte, 8/10 If asked if I would buy it again, I probably would",positive,positive,,,,,
International delivery takes a while Pack carefully Buying at a mall gives you a lot of peace of mind,,,,,,negative,positive
"Beautiful product, worth buying, color is also very beautiful, on sale so very cheap",,,,positive,positive,,
"The preparation and delivery time this time is quite long Goods as shown, everyone, quality OK Visit IG @pichii.store to order beautiful clothes",,,,,,negative,
"Uses: sHop The shop packed the goods very carefully, the lipstick is beautiful. On the lips it is 70/100 as shown in the picture. Here's a shipper here ?",,,,,,positive,positive
"Bought as a gift for a friend hehee so no vid, delivery was quite fast",,,,,,positive,
"Great product quality, good packaging, fast delivery…",,,,,,positive,positive
Received a sufficient number of caves More than expected Good product delivery takes a while because it comes from abroad,,,,,,negative,
"It's not heavy to hold, doesn't have any smell, it's very soft and light on the lips! Not sticky, both colors are beautiful!",,positive,neutral,,,,
"I have bought many times and am always satisfied with the quality. The lipstick color is beautiful, if you add lip balm underneath, your lips will be very smooth and the color will be beautiful",,positive,,,positive,,
"Bought on sale for 40k and the quality of this lipstick is excellent, the lipstick has a scent that I don't really like. To compare with blr a12, this 402 color is a bit brighter. ?",,,negative,positive,neutral,,
"Well packaged, pretty fast delivery :v recommend buying color 25 because base 24 is very pink…",,,,,neutral,positive,positive
"Texture: smooth lipstick Color fastness: quite matte Good product, bought during sale so cheap..",positive,positive,,positive,,,
"Beautiful color, fast delivery, right color, worth buying. Everyone gives 5 stars",,,,,positive,positive,
The color is not at all like the,,,,,negative,,
Uses: good. … Texture: good… Color fastness: good…,positive,positive,,,,,
"The lipstick is super pretty, I have to say the price is too cheap",,,,positive,,,
"The shop prepares enough goods and delivers quickly, the lipstick is fragrant and beautiful",,,positive,,,positive,
"Even though the milk tea lipstick has a chocolate smell, color 04 is very natural, but the taste is a bit bitter so I give it 4 stars.",,,positive,,positive,,
"Okila. Bought this lipstick for 9k, I love it",,,,positive,,,
"Super pretty, well packaged, overall 10 points recommended to buy",,,,,,,positive
The design is beautiful but the lipstick color is not as advertised,,,,,negative,,
The glossy lipstick is easy to slide off and looks beautiful on the lips,negative,negative,,,,,
Quality products Fast delivery. Pack carefully 10 points for the shop,,,,,,positive,positive
"The lipstick has a beautiful color, smooth, fragrant, brightens the skin and brightens the teeth, but the matteness is not very sure, bought on sale for nearly 140k including shipping. You should buy it, genuine product with proper labels.",negative,positive,positive,positive,positive,,
"The lipstick is smooth, the color is perfect, I ordered the wrong color but it suits my skin (white skin tone), there seems to be quite a bit of lipstick inside.",,positive,,,positive,,
"This one has been used for many times, the color is amazingly beautiful Goods arrived faster than expected sjn way because of taking pictures",,,,,positive,positive,
"Fast delivery, complete, carefully packaged, correct quantity, very satisfied",,,,,,positive,positive
"Image with chat for sale. The lipstick quality is quite good,;!;'ckfkdkfkfkfkfkdidieieoeododkdkfkkfkfkfkfjfjfkfkfkkkfkfkdk",,positive,,,,,
"The lipstick color is beautiful, carefully packaged, and delivery time was also fast",,,,,positive,positive,positive
"Beautiful lipstick color, fast shipping. However, the shop did not pack the goods carefully",,,,,positive,positive,negative
"Because it's an international shop, the delivery took a while, but the lipstick is beautiful and can be purchased for 50k, which is quite a bargain, but I already have this color, so I had to give it to someone else, which is a shame.",,,,positive,neutral,negative,
"The lipstick is beautiful and applies smoothly but the inner lid keeps sticking to the lipstick. At this price, it's too good for everyone to buy",,positive,,positive,,,
"The shell is a bit small, the color is pretty, it looks pretty on the lips. After testing it on my hand, I removed the makeup and rubbed it vigorously to get it clean",positive,,,,positive,,
"Good product for the price, beautiful bag I think",,,,positive,,,
"The lipstick shell is not the same as in the picture Smaller than bth, dry, quite difficult to spread, small amount of lipstick The lipstick like chocolate and the color is good The only downside is that delivery took too long Half a month",,negative,positive,,positive,negative,
"Beautiful product, excellent quality, securely packaged, exactly like the picture",,,,,,,positive
"International shop so delivery takes a while, lipstick color is okay, lipstick fades quickly",negative,,,,positive,negative,
The color is so beautifulccc at this price I didn't expect much but the goods arrived and I found it was ok to buy at this Mall. The color is pretty and the shell is pretty toohhh ?,,,,positive,positive,,
Received after many days of waiting Pack carefully I haven't used the product yet so I don't know :D,,,,,,,positive
"like paint over color not like picture, long delivery, no reply. It's over",,,neutral,,negative,negative,
"like chocolate Smooth and fragrant Packed carefully, beautiful lipstick ? Pack the goods carefully ?",,positive,positive,,,,positive
"The lipstick is very beautiful, the lipstick quality is quite thick, delivery took about 3 days, the shop delivered the right color and that's ok",,neutral,,,,positive,
"The lipstick color is beautiful and long-lasting, the lipstick color is for bad girls",positive,,,,positive,,
"Fast delivery, very beautiful lipstick color, next time will support more .",,,,,positive,positive,
"The lipstick color is very beautiful and very smooth, good, you should buy it ?",,positive,positive,,positive,,
"Beautiful lipstick. Nice color. In general, it's okay. Apply on your lips so beautifully.",,,,,positive,,
"Because of the shipping, it took a while to get the color right, but it's easy to wear. If you press your lips, it will be uneven. But for this price, you can't ask for anything. The lipstick has a super delicious chocolate scent? Consider before buying?",negative,,positive,positive,positive,negative,
"Beautiful quality, fast delivery, beautiful color, bought 1 piece but had to buy 3 more ? ?",,,,,positive,positive,
"Fast delivery, carefully packaged, lovely paint shell but quite light to hold, lipstick color is more beautiful and brighter than in the photo, don't know if it will fade quickly.",neutral,,,,positive,positive,positive
"Long delivery due to epidemic. Packed carefully, dear shipper.",,,,,,neutral,positive
"The color tone is quite pink, the lipstick quality is ok, waiting for the product is a bit long, when the product arrived I saw there was a sale",,positive,,negative,neutral,negative,
"Good product, bought many times from the shop and found it very good, super fast delivery",,,,,,positive,
"Standard product, beautiful price, fast delivery, great quality ? ?",,,,positive,,positive,
"Uses: lipstick Texture: lipstick Color fastness: goodttttt Hmm, the color is brighter than I thought. I should buy it too",positive,neutral,,,negative,,
"Texture: so mem muontw It's so beautiful, so beautiful, so beautiful",,positive,,positive,positive,,
So beautiful You should buy it Too cheap The lipstick also a bit like strawberry,,,positive,positive,,,
"Uses: beautify lips with color Texture: easy to absorb, does not stick to lips, does not reveal lip lines Color fastness: long lasting",positive,positive,,,positive,,
"Looks beautiful, soft lips, matches my lip color hihi. Next time I will buy more",,positive,,,positive,,
"Oh my god, the color is not the same as the photo :) It's so ugly that it's hard to flirt. I don't expect anything more at that price",,negative,,positive,negative,,
"Pictures are for reference only, the lipstick color is not the same as the picture but the lipstick is smooth, silky, and doesn't dry out the lips",,positive,,,negative,,
Shop delivers quickly. The lipstick looks so pretty ?,,,,,,positive,
"Really like the shop's packaging. Very beautiful, sturdy and very careful. The lipstick is the right color and model.",,,,,positive,,positive
"Excellent product quality, very nice product packaging. Good!",,,,,,,positive
"Uses: okesss is very satisfied Texture: the lipstick is very beautiful and eye-catching Color fastness: very pretty color, suitable for the budget The lipstick can't be faulted, especially it's very fragrant",neutral,positive,positive,positive,positive,,
"This color is slightly orange The lipstick is matte but doesn't feel too dry on the lips The smell is a bit unpleasant to me, but it's only very faint However, I just received the lipstick but the lipstick shell is scratched :(((",,positive,negative,,neutral,,
"The lipstick is smooth, does not dry lips, does not have an unpleasant odor, and has beautiful color. Very satisfied",,positive,positive,,positive,,
I'm really disappointed :)))) The lipstick has a completely different color on the lips (it looks like it's orange) but it took quite a while to deliver and there's nothing to criticize about the smell because it like chocolate candy.,,,positive,,negative,negative,
"The lipstick is not matte at all. The color is ok, you can buy it to try. It's your money. Evaluation is for the purpose of receiving coins",negative,,,neutral,positive,,
"Lipstick delivered super fast, beautiful color and quality, I love it ? A25 is a true love",,positive,,,positive,positive,
"The lipstick is very beautiful, the tightly sealed box is very difficult to open. The lipstick is cheap but the lipstick quality is also beautiful, international products but very fast delivery…? Will buy more colors to support the shop's box. hi hi hi hi hi hi hi hi hi hi hi hibhihibhkb hj ?",,positive,,positive,,positive,
"Beautiful lipstick color, easy to spread, very fast delivery…",,positive,,,positive,positive,
The color is nice. The lipstick smell is a bit sweet like chocolate …,,,positive,,positive,,
"Fast delivery, beautiful lipstick color. The video is not related, it is for the purpose of receiving coins",,,,,positive,positive,
Uses: good Texture: beautiful Color fastness: beautiful Beautiful lipstick Beautiful lipstickBeautiful lipstickBeautiful lipstickBeautiful lipstickBeautiful lipstickBeautiful lipstickBeautiful lipstick,positive,positive,,,,,
"The product delivered is the right color, the lipstick has a good smell, it's worth buying. . .",,,positive,,,positive,
"Both colors 403 and 404 are beautiful, 404 is brighter. Fast delivery, ok packaging, fast shipping..",,,,,positive,positive,positive
"Full delivery, but it took half a month to receive the goods. Quality unknown",,,,,,negative,
"Fast delivery, well packaged, very beautiful color everyone (the color above), I'm not very familiar with lipstick so if you see the color then buy it but I recommend you buy this color ?",,,,,positive,positive,positive
"Delivery box was a bit dented, first time buying lipstick here, beautiful lipstick, will support next time..",,,,,,negative,
"The lipstick is so beautiful and fragrant, it's cheap, the color is beautiful and the lipstick quality is like the lipstick I like to aim for",,positive,positive,positive,,,
"Beautiful lipstick color, delivery took a while. Pack the branches carefully. Very gambling etc",,,positive,positive,,negative,positive
pretty color,,,,,positive,,
"Beautiful product, has a chocolate scent with an orange scent, smooth lipstick, good packaging, but very slow delivery ?",,positive,positive,,,negative,positive
"The lipstick is very beautiful, and the delivery is fast. It's worth the money. ?",,,,positive,,positive,
"Good product, good quality, beautiful color, nothing to complain about 10 VND",,,,,positive,,
"Great product quality, fast delivery, sturdy packaging, also comes with an extra bag and 1 piece of eye mask ?",,,,,,positive,positive
"Beautiful lipstick, smooth lips without clumping powder, cheap price compared to quality",,positive,,positive,,,
"Slightly muted color, suitable for dark makeup",,,,,positive,,
I haven't used it yet so I don't know if it very good :)))))))))))))))))),,,negative,,,,
Uses: beautifies lips Texture: soft and smooth Color fastness: good adhesion This is my first time using BBIA so I don't know what to say. I ordered 1 lipstick and the store gave me an extra one. Year-end blessings ?. Thank you shop. Very fast delivery ?,positive,positive,,,,positive,
"Uses: Beautify lips Structure: Lipstick shell and lipstick Color fastness: Good I bought it twice and it's still ok, the packaging is nice, the lipstick is smooth and matte, the color is also beautiful. I will buy a few more times",positive,positive,,,positive,,
The image is for the purpose of receiving coins? lipstick ok everyone the color is very,,,,,positive,,
My favorite product is…the lipstick doesn't give the color as advertised…it's soft on my lips but the color isn't very pretty…,,positive,,,negative,,
"Fast delivery. Beautiful, fragrant lipstick. Great, you should buy it. Great ?",,,positive,,,positive,
"Great product quality. Due to translation, vchuyen took a while but it's okay ? very good so you should buy it. The color I bought is very pretty ?",,,,,,negative,
"Fast delivery, I received the goods in 3 days, friendly shipper, very pretty color, sturdy packaging, you should buy it ok",,,,,positive,positive,positive
Delivery is super fast. Pack carefully. The image is for the purpose of receiving coins,,,,,,positive,positive
"I asked my husband to give me the lipstick to try, so I'm sure the authentic color is also very beautiful",,,,,positive,,
"Beautiful lipstick, reasonable price, this shop is excellent. I will buy a lot",,,,positive,,,
"The color is quite nice. I haven't tested it on my lips so I don't know the quality, color 939 is beautiful from the shell to the color",,neutral,,,positive,,
"Fast delivery, great ncl fragrance",,,positive,,,positive,
"The lipstick color is beautiful, a bit dry on the lips but not too uncomfortable, anyone with dry lips should consider or take care of it carefully. The design is nice but the lid doesn't feel sturdy.",,neutral,,,positive,,
"Smooth lipstick worth the money, genuine quality, not inferior to Korean lipstick, but quite matte and very good",positive,positive,,positive,,,
"Bought as a gift for a friend so I don't know the color yet, but the BBIA cream lipstick is really beautiful. Fast delivery, carefully packaged. 5 stars.",,positive,,,neutral,positive,positive
"The lipstick is a bit looser than I thought but it's ok to wear, the lipstick is super pretty. The shop packed the goods very securely even though the box was a little distorted, the shipper was very cute? delivery took a while because it was an international product.",,positive,,,,neutral,positive
Excellent product quality: Fragrant and smooth lipstick Pack the product carefully ?,,positive,positive,,,,positive
"Delivered the right color, delivered faster than I thought, wrapped the product carefully, beautiful lipstick color suitable for online learning but the lipstick is not very matte, the lipstick is a bit thin but the sale is still 70k so that's okay",negative,negative,,positive,positive,positive,
"The lipstick is beautiful, but it takes a bit of time to dry, so it takes a long time to apply",,negative,,,,,
Lipstick is smooth but not durable,negative,positive,,,,,
"Beautiful lipstick, daimanpu like chocolate but herorange doesn't smell good",,,neutral,,,,
"Carefully packaged, excellent product quality, delivery during the pandemic took quite a while but it's okay",,,,,,negative,positive
"This lipstick is so great, it doesn't have any powder, I will buy it again next time and the shipping is also fast. Support",,positive,,,,positive,
"International product but delivered quite quickly, beautiful lipstick color, orange tone, tried applying it on my hand and it was matte, thick lipstick",positive,neutral,,,positive,positive,
Packed carefully with shock protection. I must say that the packaging of BBIA lipstick is super beautiful. Buy,,,,,,,positive
Son is so cute. Correct color too. ?,,,,,positive,,
"Overseas shop so shipping takes a while, the lipstick color is quite nice, the eye mask hasn't been used yet but it feels quite ok. Delivered enough goods",,,,,positive,negative,
"Fast delivery time, beautiful color, worth buying ?",,,,positive,positive,positive,
"I tested it and the color is more nude orange, but it's ok, very beautiful",,,,,positive,,
"Beautiful lipstick from the shell to the color of Asian lipstick, NCL cheap price, very satisfied, fast delivery..",,,,positive,positive,positive,
"102 colors, I use it as a lip primer to cover dark lips 104 beautiful colors overlap 102 The lipstick is smooth but it feels sticky on my lips",,negative,,,positive,,
"Video to receive coins. Beautiful matte lipstick. The color stays true to the picture, looks beautiful on the lips",positive,,,,positive,,
"The lipstick is so lovely, the picture is unrelated, but the lipstick is beautiful and fragrant",,,positive,,,,
"In my opinion, the lipstick is quite difficult to spread, and my teeth look whiter than they really are. I want to buy a brighter color but the color seems a bit deep and orange",,negative,,,negative,,
"The lipstick is so pretty, my dear. At this price, I don't expect much, but I'm so pleased with it. The lipstick is soft, smooth and has a very pleasant scent. The color is beautiful and makes the lips look so pretty. The lipstick has a shine and when bleached, one swipe on the lips and it's gone, not like the skin on your hands in the video?",negative,positive,positive,,,,
"The color on the lips is not very good. Slightly brighter than the picture, not dark red",,,,,negative,,
"I couldn't film a video, but I tried the lipstick and it so good. It like fat candy. The v18 color is very deep, much deeper than in the photo. On the lips, it's very flattering. My skin is dark blalalal. In short, it's a sale hunt, so it's fun.",,,positive,positive,neutral,,
"The lipstick is so beautiful, it goes up and down, you should buy it, it's quite matte, the color is beautiful",positive,,,,positive,,
Beautiful lipstick color,,,,,positive,,
"The lipstick is pretty, cheap, and very soft on the lips, mmmm, qte products and delivered very quickly",,,,positive,,positive,
"The lipstick is light and smooth like velvet. But the lipstick is very drying on my lips. Not suitable for anyone with dry lips. In winter, if you wear this lipstick, you need lip care. Hix",,negative,,,,,
Uses: Texture: nennmemdmdme Color fastness:,neutral,neutral,,,,,
"Beautifully packaged, beautiful lipstick, bought at the mall so I feel secure. Overall, I like it very much. You should try it ?",,,,,,,positive
"Fast delivery, beautiful lipstick color, sturdy packaging, reasonable price, genuine product, so rest assured",,,,positive,positive,positive,positive
"The store delivered quickly, packaged carefully, the matte lipstick color is very beautiful on the lips",positive,,,,positive,positive,positive
"Pretty little lipstick, delivery took a while. The lipstick is soft and smooth, doesn't keep the color for long.",negative,positive,,,,negative,
"The color is beautiful, but the color a bit dark. Photos and videos are for earning purposes only.",,,negative,,positive,,
"Absolutely wonderful, everyone. Very worth the money so buy it. If you want to use genuine body cream, please contact me ?",,,,positive,,,
"Beautiful quality product at a reasonable price, worth buying and using",,,,positive,,,
"I think the color is more orange-brown than red, the lipstick has a little fingerprints on it, and the scent is still sweet like candy",,,positive,,neutral,,
"After more than a month of waiting, the lipstick has arrived, tears of joy. In return, the shop gave me an Eglip, very happy. The quality of the lipstick is outstanding",,,,,,neutral,
"Son is also ok. Beautiful color. Cheap, the two colors are not very different, they look similar. Color 6 is a bit redder, more like earthy red than wine.",,,,positive,positive,,
"Product quality is good, more orange lipstick…",,,,,neutral,,
"Uses: beautiful, carefully packaged Texture: ok Color fastness: ok You should buy it because it's cheap and beautiful",positive,positive,,positive,,,positive
The lipstick color is a bit disappointing but mixed with other colors is still ok. The mlb dth lip gloss has a light shimmer,,,,,neutral,,
"Genuine products with complete peace of mind. Fast delivery, carefully packaged",,,,,,positive,positive
The lipstick color is beautiful and the color is quite smooth on the lips The selling price of hunting medicine is quite satisfactory I should buy it,,positive,,positive,positive,,
"It's so fragrant and pretty, my dear, color 25 has been famous for a long time, the downside is that the lipstick is a bit dry ?",,negative,positive,,positive,,
The lipstick is okillaaaa too. Delivery didn't take long and the lipstick looks pretty,,,,,,positive,
"Quality product, fast delivery, velvet 25, darker tone than in the photo, suitable for people with fairer skin. It's really nice to send it together…",,,,,negative,positive,
Fresh color. Delivery time is quite fast. Pack the product securely. Hunt for cheap sales.,,,,positive,positive,positive,positive
The color of the lipstick is super beautiful ?,,,,,positive,,
"The color of the lipstick is more beautiful, fast delivery in 2 days, much cheaper on sale.",,,,positive,positive,positive,
"Excellent product quality, beautiful packaging, fast delivery time,",,,,,,positive,positive
"Lipstick color is ok. Each crime passes quickly. In general, suitable for the price. The photo only carries the coin receipt.",negative,,,positive,positive,,
"The lipstick color is quite pretty and like chocolate. Unfortunately, I chose a slightly fall color because my lip tattoo is almost the same color as my lipstick so it doesn't make much of a difference :((",,,positive,,positive,,
"The lipstick is beautiful, but after I applied it, I used my hand to wipe the smudged lip line and then picked up the lipstick so it stuck on the shell :((( but it looks really good, the lipstick is also gentle on my hands, but at that price it's quite good.",,,,positive,,,
"I think color number 01 is the most beautiful. Even though the lipstick is cheap, it's also very good. It lasts a long time and is super matte",positive,,,positive,positive,,
Uses: Very pretty lipstick Texture: ok Color fastness: okiii I've bought it several times and still like it ?,positive,positive,,,,,
"hehe that lipstick color is so pretty, I love it ?",,,,,positive,,
"Bought on sale so 2 trees only cost 99k. Because the color palette is quite diverse, I chose randomly, luckily all the colors are very beautiful. Not talking about the color and packaging, in my opinion the quality of the lipstick is bad because it is difficult to adhere to the lips and difficult to spread the color even though it is velvet? To overcome this situation, you should apply a layer of lip filler to increase adhesion.",negative,negative,,positive,positive,,
"I swear, color 302 is so pretty. If you have used many brown colors and applied them in many layers to look old, then this color is truly my love. It's tomato red without being too suitable for all skin tones. Applying multiple layers won't make your skin look old like some brown lipsticks, and even if you apply it, your skin will look pale",,,,,positive,,
"Pack the product securely Fast delivery time, only takes 6 days from HCM to Hanoi Hope the product quality is good",,,,,,positive,positive
"The lipstick is so pretty, beautifully packaged and delivered very",,,,,,positive,positive
"Hunting for sale on shopee but didn't expect the product to be so good, so pretty ?",,,,positive,,,
"Uses: The color is very pretty on the lips Texture: soft, thin, smooth, slightly smelly Color fastness: not very Just eat and drink and you'll be gone Photo vs vid to receive coins",negative,positive,negative,,positive,,
The lipstick is ok… Shipper is friendly… Delivery took a bit long… It's ok…?,,,,,,negative,
"The lipstick is moist and smooth, quite smooth and does not dry the lips. Even though the price is cheap, the quality is very good!",,positive,,positive,,,
"The lipstick is very beautiful, everyone. It's soft and has a pleasant fragrance. It's extremely cheap and of high quality. Everyone should try it. The picture is not very relevant.",,positive,positive,positive,,,
Quick delivery. Packaged securely. Very,,,,,,positive,positive
"The lipstick is beautiful, fragrant, matte, and the color is correct. Delivery took a while due to the epidemic, but I was able to find it on sale so I really liked it hihi. The image is for coin recognition purposes only",positive,,positive,positive,positive,negative,
lipstick siu xinkk smooth the color until it's fine,,positive,,,positive,,
"Chalk is very ok. As for the lipstick, I really don't like it, the color is beautiful but the smell is a bit unpleasant and my lips are very dry :(((",,negative,negative,,positive,,
"The lipstick has a lot of orange color so I don't really like it. I wipe off the orange base on my lips and apply it well, but I don't highly recommend it.",,,,,negative,,
The color is very beautiful ? delivered in full and the right color Bought twice and have never been disappointed You should buy it?,,,,,positive,positive,
"This red color is so flattering on your skin, it looks so classy with makeup",,,,,positive,,
"Bought the soup on sale so the price is so cheap, the lipstick is very fragrant and soft on the lips",,positive,positive,positive,,,
Son is very pretty. Mr. shiper jt is so cute haha. Put it in the door and then go. Vote shop 5* shiper dozens* ha ha,,,,,,positive,
"The lipstick color is beautiful, tested on the lips and it's pretty but the smell is strange, not harsh nor chemical smell ? ?",,,neutral,,positive,,
"Very beautiful color, flatters skin, brightens teeth, very fast delivery, carefully packaged, excellent",,,,,positive,positive,positive
Makes lips look beautiful. I buy a lot here so the quality is excellent and the packaging is good,,,,,,,positive
"Beautiful lipstick, beautiful color, soft on lips but easy to wear, fragrant, affordable price",negative,positive,positive,positive,positive,,
"Haiz, the shop delivered 1 bar to me. If that's the case, I can't message the shop to contact you",,,,,,,negative
"The shop packaged the product very securely. Due to the pandemic, delivery was a bit slow but it's okay ?",,,,,,positive,positive
The color is so pretty. Quite durable. Absolutely love it. The box is not distorted at all,positive,,,,positive,,positive
"Beautiful lipstick color, soft and smooth lipstick, ok. I have bought many times from this shop and will buy again",,positive,,,positive,,
"The color of the lipstick is super pretty, the packaging is also super pretty, and the quality of the lipstick is also quite good, you should buy it",,positive,,,positive,,
