text,aspect,true_label,pred_label,error_type
The color comes out beautifully. The lipstick is smooth but a bit heavy on the lips. I'm bored with one lipstick and it's not matte :)) I apply it on my lips and then use a dry makeup remover cotton to wipe it off and it's gone? but 2 of them are 99k and the price is so good. The store's packaging was so bad that it distorted the entire lipstick box,texture,neutral,negative,neutral→negative
"Due to the epidemic, it will take about 10 days for delivery. Thank you for your understanding. I haven't tried it yet, so please review it.",shipping,negative,neutral,negative→neutral
"The product is very pleasant to use. Long lasting lipstick. Lips are not dry, the cream texture is very thick. The smell of chocolate is very",texture,neutral,positive,neutral→positive
Bbia Last Velvet lip tint lipstick version 5 (5 colors) 5g Classification 24 Trendy notes,texture,neutral,positive,neutral→positive
"Uses: beautiful lipstick color, about 90% true to the color chart Texture: Beautiful lipstick, does not dry lips Color fastness: Average matteness, easy to wear and drink",stayingpower,neutral,negative,neutral→negative
"The shell is quite thick, the lipstick like candy, the texture is a bit thick and the color is exactly what I wanted, rate 5 stars",texture,neutral,negative,neutral→negative
The lipstick has a nice price and a beautiful color. I like it so much that I bought it a second time and the store even gave me a gift,price,neutral,positive,neutral→positive
"Super pretty lipstick, soft and fragrant. It's just the paint shell that's missing, the smell is a bit horrible, but everything else is ok?everyone looks at me and comments, does he only have 1 piece?",smell,positive,negative,positive→negative
Bought the 4th plant for my At first it was quite fragrant but then the smell became a bit different,smell,neutral,negative,neutral→negative
The lipstick is not very matte and the smell is okay You should buy whatever you pay for,smell,positive,neutral,positive→neutral
The lipstick is not very matte and the smell is okay You should buy whatever you pay for,price,positive,neutral,positive→neutral
"The lipstick is very pretty, nice color, smooth, but not too sticky, suitable for the price",stayingpower,positive,negative,positive→negative
The lipstick is slightly glossy and the color is so,texture,neutral,positive,neutral→positive
"Product is ok, lipstick has a smell Fast delivery, carefully packaged",smell,negative,positive,negative→positive
"Max lipstick is ok, almost no smell at all. The wool color is also very beautiful. I bought 2 wax and cream and got lip gloss as a gift. Delivery is also fast",smell,positive,neutral,positive→neutral
Showing orange usually shows the lipstick color clearly,colour,neutral,positive,neutral→positive
"Uses: beautiful Texture: rough Color fastness: unknown Beautiful color, applies smoothly on lips, overall beautiful, not fragrant",stayingpower,positive,neutral,positive→neutral
The lipstick a bit like chocolate and the lipstick is quite smooth but seems a bit powdery,texture,neutral,negative,neutral→negative
The color is very beautiful… it's not matte and lasts a long time… it will wash off when you eat it but it won't dry out your lips… bought 2 for 99k… too cheap.. overseas so shipping takes a while,stayingpower,negative,positive,negative→positive
The shop packaged the goods very carefully and meticulously The color is not very pretty But it's ok,colour,negative,positive,negative→positive
"Delivery took a while, but in return the lipstick is smooth and the color is perfect on the hand, so I don't know how it looks on the lips",colour,positive,neutral,positive→neutral
"Matte lipstick, slightly pungent smell, dries quickly so spreads quickly, good color for the price.",texture,neutral,positive,neutral→positive
The color is beautiful and the packaging is beautiful and fragrant. The quality of the lipstick to my lips. Using lip balm is a bit better. It's worth the money.,stayingpower,negative,positive,negative→positive
The color is beautiful and the packaging is beautiful and fragrant. The quality of the lipstick to my lips. Using lip balm is a bit better. It's worth the money.,texture,neutral,positive,neutral→positive
"Beautiful lipstick ? beautiful packaging, fast shipping, I like the quality of the lipstick. It's a bit dry but it gives the right color and lasts for a long time. I would buy it.",texture,neutral,positive,neutral→positive
"Uses: Yes Texture: Okay Color fastness: Good I don't really like this scent, but after applying it a little, I don't notice the smell",smell,neutral,negative,neutral→negative
"The lipstick is very beautiful and cheap, delivery took a while but it's beautiful…",shipping,neutral,negative,neutral→negative
"You get what you pay for, if the lipstick doesn't have a matte finish, it looks smudged without lipstick, so don't buy it, it's a waste of money.",price,negative,positive,negative→positive
"Lipstick is washed off, ok",stayingpower,negative,positive,negative→positive
"Uses: lipstick Texture: water Color fastness: 3-4 hours Wow, I thought it wouldn't be delivered :)) It turns out the guy who sent it to me took it home and now he delivered it and it was delivered successfully :))) I bought it twice and it's cheap but I like it a lot. Personally, I like this one more than black rouge.",shipping,neutral,positive,neutral→positive
Beautiful lipstick color. The lipstick rarely dries out the lips. Packaging ok. Delivery is also okay.,texture,neutral,positive,neutral→positive
Beautiful lipstick color. The lipstick rarely dries out the lips. Packaging ok. Delivery is also okay.,shipping,positive,neutral,positive→neutral
"The product is very beautiful, this color is the best color, orange red is super pretty, the lipstick quality is still the same, it washes off quickly and is clean.",stayingpower,negative,positive,negative→positive
"The product is very beautiful, this color is the best color, orange red is super pretty, the lipstick quality is still the same, it washes off quickly and is clean.",texture,neutral,positive,neutral→positive
"The product is carefully packaged, the lipstick color is beautiful, the smell is a bit harsh at first but then fragrant, the lipstick is matte but needs moisturizing.",texture,neutral,negative,neutral→negative
"Excellent product quality Good packaging, fast shipping ok",shipping,negative,positive,negative→positive
"302 is a red-orange color, 405 is quite similar to the model, for me, 302 is a bit ? because I like darker colors, but it still brightens my skin. I love 405 more.",colour,neutral,positive,neutral→positive
"Delivered on time, soft and smooth lipstick quality, beautiful design and color.",shipping,positive,neutral,positive→neutral
Uses: lipstick Texture: powder Color fastness: matte The lipstick is a bit powdery so you have to moisturize it before applying it Delivery takes up to 1 month,texture,negative,neutral,negative→neutral
"The lipstick is beautiful but it's more red, less brown, delivery takes a bit longer",colour,neutral,negative,neutral→negative
Uses: Make new products from hongfordof Texture: 1 cup lipstick Color fastness: Very fast Lipstick is so beautiful,stayingpower,neutral,positive,neutral→positive
Uses: Make new products from hongfordof Texture: 1 cup lipstick Color fastness: Very fast Lipstick is so beautiful,texture,negative,neutral,negative→neutral
"Delivery takes about 7 days to receive the goods, product as sample, price ok",shipping,positive,neutral,positive→neutral
"Uses: nice Texture: wool wool Color fastness: not blue The product is so beautiful and amazing, I couldn't expect anything more. Thank you to the supplier, manufacturer, thank you to the seller, thank you to the e-commerce platform, thank you to the carrier for giving me the opportunity to use a good product like this.",stayingpower,negative,neutral,negative→neutral
"Uses: nice Texture: wool wool Color fastness: not blue The product is so beautiful and amazing, I couldn't expect anything more. Thank you to the supplier, manufacturer, thank you to the seller, thank you to the e-commerce platform, thank you to the carrier for giving me the opportunity to use a good product like this.",colour,positive,neutral,positive→neutral
"I tried the lipstick myself I'm a bit disappointed with color 302 because it's brighter than I thought You should choose 402, it's pretty Nice lipstick quality I don't like the packaging because it shipped so far away without a box",colour,neutral,negative,neutral→negative
"Uses: beautiful color Texture: unknown Color fastness: no I bought it once at the shop and then rest assured, the lipstick is extremely cheap and the color is amazing, you should buy it?",stayingpower,negative,neutral,negative→neutral
"It's beautiful, so excellent hehee… delivered in the right color and right model, nothing missing hihi… perfect knot",shipping,positive,neutral,positive→neutral
"Uses: sOn Texture: CREAM Color fastness: cream The scent of the lipstick is like the smell of chocolate candy coins, but the smell will wear off after a long time, and the powder lipstick can easily wash off",smell,neutral,positive,neutral→positive
"I don't know the color very well But ok, you get what you pay for …",colour,positive,neutral,positive→neutral
The quality of the lipstick is okay. Minus 1 star because the delivery took too long and the wait was tiring.,texture,positive,neutral,positive→neutral
"The lipstick is really good quality, fragrant and smooth, 402 is in the picture but darker on the outside, I bought 404 for you, will update later. The packaging is poor, only a black bag but it doesn't affect much, you should buy it, you also get an extra gift",packing,neutral,negative,neutral→negative
"The shop gave me this lipstick But when I asked the shop again, the shop gave me a discount code to buy it again",shipping,neutral,negative,neutral→negative
The lipstick is odorless and the color is good,smell,positive,neutral,positive→neutral
"The lipstick color is a bit orange, right? A bit dry, 150k is more than ok",colour,negative,neutral,negative→neutral
"The lipstick quality is a bit disappointing, very sticky, needs to be blended quickly to avoid uneven color In return, the color is beautiful The problem is that there are 2 links with the same lipstick code, but 1 link sells for 129k, the other sells for 200k :)))",price,neutral,positive,neutral→positive
"It took a while to receive the product, but in return the product is beautiful, the lipstick is the right color but very matte and a bit difficult to blend",texture,negative,positive,negative→positive
"The lipstick has a good smell? matte lipstick ? Delivery took a while, bbmn xbhd",texture,neutral,positive,neutral→positive
"Delivery took a long time, but the eyes could not get the lipstick to be red, so many letters and pictures were written that were not related",colour,neutral,negative,neutral→negative
"Standard colored lipstick won't dry out your lips too much, but matte lipstick will of course not be as nourishing as stick lip gloss",texture,neutral,positive,neutral→positive
"The product is cheap, I haven't used it yet so I don't know the quality. Only the delivery person made me panic because the packaging was torn but luckily it was still enough.",shipping,neutral,negative,neutral→negative
"Hic, this color is not pretty, even if you wear it, your lipstick will still fall off Delivery a bit long",colour,negative,positive,negative→positive
"Uses: 5/10 Texture: 5/10 Color fastness: 4/10 You get what you pay for, dry lipstick, super smell, rickety plastic case",stayingpower,negative,positive,negative→positive
"Uses: 5/10 Texture: 5/10 Color fastness: 4/10 You get what you pay for, dry lipstick, super smell, rickety plastic case",texture,negative,positive,negative→positive
"Uses: 5/10 Texture: 5/10 Color fastness: 4/10 You get what you pay for, dry lipstick, super smell, rickety plastic case",smell,negative,positive,negative→positive
"Uses: 5/10 Texture: 5/10 Color fastness: 4/10 You get what you pay for, dry lipstick, super smell, rickety plastic case",price,neutral,positive,neutral→positive
"Use: lipstick Texture: dry Color fastness: excellent, long-lasting after eating grease I bought it for the second time and it's great. I don't like the moist style of lipstick, but this lipstick dries out my lips. It's great. 10 VND",texture,positive,negative,positive→negative
"Color fastness: very fast The smell is also very fragrant, the packaging is also very beautiful and luxurious",stayingpower,positive,negative,positive→negative
Son mauf ?p nh?ng không ?c th?m v?i giá nh? này thì ok r?i. Delivery took a while,smell,negative,positive,negative→positive
"Looking at the sample, I thought it was red, but when I applied it to my lips, it turned out to be deep red, suitable for soaked skin. It's delicious and genuine Bbia is the best ?",colour,positive,negative,positive→negative
"The brush is soft, the lipstick inside also has a orange smell but the outside really dark :))) after looking at the reviews, the shop often sends missing items. My friend was also sent the wrong color of eye shadow and was shocked, luckily the shop delivered the correct one and enough for me.",smell,negative,neutral,negative→neutral
"The brush is soft, the lipstick inside also has a orange smell but the outside really dark :))) after looking at the reviews, the shop often sends missing items. My friend was also sent the wrong color of eye shadow and was shocked, luckily the shop delivered the correct one and enough for me.",shipping,positive,negative,positive→negative
"The lipstick has a non-fine powdery texture. Seeing a lot of purchases, I thought the quality was just normal. Don't buy it, everyone",texture,negative,neutral,negative→neutral
The color is a little different than expected but I like the lipstick. At first it's a bit loose on my lips but after about 5 seconds it dries and it becomes more matte and smooth without showing any lip lines. Will buy more colors later.,colour,negative,positive,negative→positive
Some of the models I posted are for sale Son is ok Cheap price suitable for quality 1 week in stock. I'm in Ho Chi Minh City,shipping,neutral,positive,neutral→positive
"The color is beautiful, the skin is beautiful, the skin is beautiful, the smell is also beautiful, these cheap domestic lipsticks make me feel uneasy…",price,neutral,positive,neutral→positive
"This color is very beautiful. I hesitated a lot, but after hearing Ms. Ha Linh's review, I decided to buy it. The lipstick feels a bit waxy when applied, but for this price it's extremely good",texture,negative,positive,negative→positive
Beautiful lipstick Smooth and soft material Slightly pink color Suitable for light skin Reasonable price,colour,neutral,positive,neutral→positive
"Fast delivery, lipstick is difficult to spread evenly, beautiful color, easy to wear, a bit terrible",smell,negative,positive,negative→positive
"The lipstick is redder than the picture, the quality of the lipstick is ok and applies smoothly but shows the lip lines and rubs off easily",colour,neutral,negative,neutral→negative
"Beautiful lipstick, carefully packaged and beautiful color on lips. Super like: 3 very matte lipsticks",stayingpower,negative,positive,negative→positive
"Lipstick color 20 hk is very beautiful. There are quite a few pink bases, everyone. The color is not like the photo. Color: 1 little pink, 1 little red, 1 little brown ?. In general, not very pretty. It has a soft and smooth texture. Well, I still give the shop 5 stars",colour,negative,positive,negative→positive
"Normal lipstick color, please consider. Goodbye, after crying, put your poster in the corner and let's stop looking at each other for a while. Every time I see you scared, my heart hurts more. I don't know if I can get over this shock. Wait",colour,neutral,positive,neutral→positive
"Uses: The lipstick is very smooth and silky Texture: fragrant chocolate scent Color fastness: super standard on lips Delivery was a bit slow, I ordered on 12/12 and received it in",stayingpower,neutral,positive,neutral→positive
"Uses: very good value for money Structure: compact and convenient Color fastness: absolutely beautiful The shop delivered within 2 days. The lipstick is reputable and the color on the lips is beautiful. Next time, I will support the shop nx",texture,positive,neutral,positive→neutral
"Uses: This product is available now, no one can buy it, so it's okay",price,positive,neutral,positive→neutral
"The two basic colors are the same, the lipstick is very smooth, very beautiful, the shop delivered quickly but there was a shortage of goods",colour,neutral,positive,neutral→positive
"Delivery is 1 week away. At this price, I don't expect the lipstick to be matte and beautiful, but it's still ok to apply on the lips. Apply lip balm first to avoid dry lips. 302 is beautiful while 203 is more orange",stayingpower,neutral,negative,neutral→negative
"Delivery is 1 week away. At this price, I don't expect the lipstick to be matte and beautiful, but it's still ok to apply on the lips. Apply lip balm first to avoid dry lips. 302 is beautiful while 203 is more orange",texture,positive,neutral,positive→neutral
"Delivery is 1 week away. At this price, I don't expect the lipstick to be matte and beautiful, but it's still ok to apply on the lips. Apply lip balm first to avoid dry lips. 302 is beautiful while 203 is more orange",colour,positive,neutral,positive→neutral
"It's so beautiful that it doesn't fade quickly, but it very",stayingpower,negative,positive,negative→positive
"The picture is not related. I bought it a second time. I should buy the lipstick, the quality is very good. It's on sale but the price is still the same every day",price,neutral,positive,neutral→positive
"The lipstick looks nice on the lips, but why doesn't it look orange-red on the lips? Pure red fhjjk",colour,negative,positive,negative→positive
"The lipstick case is very beautiful and looks very luxurious. I chose V24 in pink base and I think people with dark skin should not buy it because this color does not enhance skin tone. But overall, the lipstick is smooth and fragrant. OK",colour,neutral,negative,neutral→negative
"The color is not as described in the picture or compared to the lipstick packaging. The quality of the lipstick seems to be nourishing, so it makes the lips soft, but like previous feedback, the lipstick is not smooth but has tiny of particles.",texture,negative,positive,negative→positive
"The lipstick color is exactly like an earthy orange, without clumping. When applied in layers, it to the center of the lips. The plus point is that the lipstick applies evenly, is the right color, and has a fragrant scent. Should makeup with this color not look a bit strange",texture,negative,positive,negative→positive
"Carefully packaged, fully delivered product. I really like it, this lipstick is more drying so please use more lip balm? the video is for donation purposes only.",texture,negative,positive,negative→positive
"The packaging is sure not to be dented or the lipstick cap is opened. If you are allergic to the smell like me, you can still use it. The color is beautiful, exactly the color I like, reddish brown but a little more brown, not too However, the delivery took a bit long. I ordered it on January 1 and just got it now, but it's okay. The quality is 10 points 10 points ?",smell,neutral,positive,neutral→positive
"The packaging is sure not to be dented or the lipstick cap is opened. If you are allergic to the smell like me, you can still use it. The color is beautiful, exactly the color I like, reddish brown but a little more brown, not too However, the delivery took a bit long. I ordered it on January 1 and just got it now, but it's okay. The quality is 10 points 10 points ?",shipping,positive,negative,positive→negative
The lipstick color is quite good but will look a bit older. You should read reviews before buying. The lipstick easily to the rim of the cup even if you only drink light water.,stayingpower,negative,positive,negative→positive
The lipstick color is quite good but will look a bit older. You should read reviews before buying. The lipstick easily to the rim of the cup even if you only drink light water.,colour,neutral,positive,neutral→positive
"Fast delivery. Product packaging is very secure. But I bought 2 cups, which one gives beautiful color on my lips ? mud",colour,negative,positive,negative→positive
"Original lipstick color 403 in the video Smooth to use, slightly dry so add lip balm, easy to use color, whitens teeth",texture,neutral,positive,neutral→positive
"Beautiful lipstick color, brick red brown, matte, not shiny. Product packaging is okay.",packing,positive,neutral,positive→neutral
"Fast delivery, but takes a long time to prepare, genuine product, more pink color",colour,neutral,positive,neutral→positive
"Color 02 is a bit disappointing because I like a little more texture and ss05 is great. Last time I bought 01, I was also satisfied.",colour,neutral,negative,neutral→negative
"The lipstick color is very pretty, the quality is not powdery at all. You can go to my tiktok channel @mint110702 to see product details ?",texture,neutral,positive,neutral→positive
Texture: cx ok Color fastness: the color is very beautiful I bought it for you so I don't know how to rate it properly but the color is so beautiful and not too dark.,texture,neutral,positive,neutral→positive
"The product is well packaged, shockproof, delivered in full, the color of the blush is not very good, the foundation does not have high coverage, the eyeshadow is enough, the shop packaged the goods quickly.",shipping,neutral,positive,neutral→positive
Product delivered in full. The shop is very enthusiastic and very satisfied with the product…,shipping,neutral,positive,neutral→positive
"Foreign customers should return for a long time. For this price, I don't expect much. When I tested the lipstick on my hand, it was smooth, but when I tested it on my lips, it was difficult to make it even out. The vid is for the purpose of receiving coins",texture,negative,neutral,negative→neutral
"Foreign customers should return for a long time. For this price, I don't expect much. When I tested the lipstick on my hand, it was smooth, but when I tested it on my lips, it was difficult to make it even out. The vid is for the purpose of receiving coins",shipping,negative,positive,negative→positive
"This lipstick is beyond debate. It has a good scent and the color is perfect. It's also beautiful and suitable for cold seasons. It doesn't dry out too much. It's okay if the shop ships the packaging carefully, but when the lipstick box is dented and all the clear lipstick is gone, it's okay",packing,negative,positive,negative→positive
"Applying orange color to the lips, the product is wonderful and fragrant. Rated 5 stars",colour,positive,neutral,positive→neutral
"The lipstick is very pretty. It really good and lasts quite a long time, but when you eat or drink water, your lips can easily rub off, so I don't think this will last hihi.",stayingpower,negative,positive,negative→positive
"Color fastness: gagha Uses: hAhha Texture: tagah Haven't tried this one yet, delivery is still too expensive so whether it's pretty or not, it's the same, 3 stars",stayingpower,neutral,positive,neutral→positive
"Color fastness: gagha Uses: hAhha Texture: tagah Haven't tried this one yet, delivery is still too expensive so whether it's pretty or not, it's the same, 3 stars",texture,neutral,positive,neutral→positive
"Color fastness: gagha Uses: hAhha Texture: tagah Haven't tried this one yet, delivery is still too expensive so whether it's pretty or not, it's the same, 3 stars",shipping,negative,positive,negative→positive
"Beautiful lipstick, I bought color lipstick case, velvet lipstick cap so it looks very luxurious, you should buy it",colour,neutral,positive,neutral→positive
The color on the outside looks nma the lipstick dries a bit quickly when applied to the lips before even spreading it and it's already dry,colour,positive,neutral,positive→neutral
"Uses: jw Texture: chan Color fastness: cream The lipstick doesn't last long, but quickly wears off a lot, so I checked it and got bored",texture,negative,neutral,negative→neutral
"Goods as pictured, very well packaged, delivery took a bit long but since it was November 11, it was ok.",shipping,neutral,negative,neutral→negative
"The lipstick color is so beautiful, the color is perfect, it applies smoothly on the lips, and it lasts a little longer",shipping,negative,positive,negative→positive
The product is securely packaged and the packaging is beautiful. I don't think the lipstick color is much different from the previous versions and the scent is almost the same as the dreamy late night version.,smell,neutral,positive,neutral→positive
The product is securely packaged and the packaging is beautiful. I don't think the lipstick color is much different from the previous versions and the scent is almost the same as the dreamy late night version.,colour,neutral,positive,neutral→positive
Just like the picture… The color is a bit darker than the picture so check it out when buying.. beautiful lipstick color and fragrant scent ?,colour,negative,positive,negative→positive
"Uses: Lipstick Texture: thick Color fastness: not matte On the shop photo, color 105 looks more like earthy pink. What I received is orange, but it is not earthy orange. It's a bit muddy, the lipstick is thick, powdery, and most paints will have a glossy layer. Delivery took a long time. In general, the lipstick is beautiful and the quality is good. It's just that the color is not the same as in the photo, so it's a bit muddy.",texture,neutral,negative,neutral→negative
"Uses: Lipstick Texture: thick Color fastness: not matte On the shop photo, color 105 looks more like earthy pink. What I received is orange, but it is not earthy orange. It's a bit muddy, the lipstick is thick, powdery, and most paints will have a glossy layer. Delivery took a long time. In general, the lipstick is beautiful and the quality is good. It's just that the color is not the same as in the photo, so it's a bit muddy.",colour,neutral,negative,neutral→negative
"packing ok Comes with a lovely card Due to the pandemic situation, delivery may take a while. I sympathize standard lipstick",shipping,neutral,negative,neutral→negative
"Delivered in the correct size, lightly scented with chocolate, not sticky, but for this price it's okay ?",shipping,positive,neutral,positive→neutral
"Uses: If the price is like a loan, then there's nothing to cover it up Texture: thin lipstick and deodorant Color fastness: when drinking water, it will stain on the coc bar, but the general area will not be damaged",stayingpower,negative,neutral,negative→neutral
"Uses: If the price is like a loan, then there's nothing to cover it up Texture: thin lipstick and deodorant Color fastness: when drinking water, it will stain on the coc bar, but the general area will not be damaged",texture,positive,neutral,positive→neutral
"The lipstick color is beautiful and faint, suitable for even soaked skin like mine. Shipping internationally doesn't take long at all ?",shipping,positive,negative,positive→negative
"The color doesn't suit dark skin very well. In my opinion, if you buy it, go to YT and see the review. The shop packed it well and gave you a mask. The quality of the lipstick is very difficult to spread. It looks powdery. The size of the lipstick is small, not much lipstick. You get what you pay for.",colour,neutral,negative,neutral→negative
"I bought it as a gift for a friend so I don't have a picture. I'm sorry, but the v26 color is not beautiful, please think carefully.",colour,negative,neutral,negative→neutral
"Despite the translation, the delivery time is quite fast, the lipstick has a very chocolate scent, when swatched on the hand the color is quite standard, similar to the picture (on the hand there is more red than in the photo) but when applied to the lips it leans more towards orange, overall it's okay but not very satisfied :(",smell,neutral,positive,neutral→positive
"Despite the translation, the delivery time is quite fast, the lipstick has a very chocolate scent, when swatched on the hand the color is quite standard, similar to the picture (on the hand there is more red than in the photo) but when applied to the lips it leans more towards orange, overall it's okay but not very satisfied :(",colour,neutral,positive,neutral→positive
"Product delivered correctly and complete. However, the packaging was not careful and there was no shock protection. Can't rate the quality yet because I haven't used it yet. Hope the company fixes the packaging problem so customers can rest assured when ordering to Vietnam.",shipping,neutral,negative,neutral→negative
"Super like it, I don't really like the smell of lipstick, but anyone who likes the smell of coffee will find it fragrant",smell,negative,positive,negative→positive
"The lipstick is cheap but the packaging is so pretty, the lipstick color is a gentle earth tone",colour,neutral,positive,neutral→positive
"The lipstick is very pretty, delivery is not too slow, the box is not dented, the lipstick color is quite fragrant v26 color is very beautiful",shipping,positive,neutral,positive→neutral
"Not packaged carefully, bought genuine product but the box was distorted and looked like a fake product. I wonder if it's boring. The lipstick comes off easily and clearly, the previous bars last a long time even if you eat or drink until the end of the day, there will still be a layer of tint but this one can be applied for 1 hour and it's almost gone even if you don't eat and only drink water.",stayingpower,negative,positive,negative→positive
"Not packaged carefully, bought genuine product but the box was distorted and looked like a fake product. I wonder if it's boring. The lipstick comes off easily and clearly, the previous bars last a long time even if you eat or drink until the end of the day, there will still be a layer of tint but this one can be applied for 1 hour and it's almost gone even if you don't eat and only drink water.",packing,negative,positive,negative→positive
"As far as I can see, the lipstick color is not as matte as described, everyone, the packaging is very careful.",colour,positive,neutral,positive→neutral
"Hunting for sale also gets 1 free lip mask hihi. Supporting the shop for the 3rd time and it's true that the more I buy, the more I like it. The lipstick is quite nice to wear, but the color I like is dark red, but due to my lip pigmentation, it looks a bit pink. Worth buying",colour,negative,positive,negative→positive
"Product is ok, fast delivery, I bought it as a gift so I didn't use it, but I heard color 25 is the hottest color. The packaging is super nice and sturdy.",colour,neutral,positive,neutral→positive
Light colored lipstick case Apply a different color than in the photo Poor quality lipstick Mk bought a FAKE product VERY DISAPPOINTED You should consider when buying,colour,negative,positive,negative→positive
Uses: beautiful color Texture: a bit dry but terrible? Color fastness: long lasting Pack the goods carefully to match the price,texture,neutral,negative,neutral→negative
Uses: beautiful color Texture: a bit dry but terrible? Color fastness: long lasting Pack the goods carefully to match the price,smell,negative,positive,negative→positive
"The lipstick is so pretty that it looks more pink than red on the lips, the quality is so smooth that you should buy it, the shop packed it well and delivered it quite quickly and .",colour,neutral,positive,neutral→positive
"Uses: soft lipstick that doesn't dry your lips Texture: beautiful and sturdy Color fastness: beautiful color but not very pleasant when applied, but the smell is horrible",colour,negative,positive,negative→positive
"Dark red tone, more suitable for winter than summer. TPD's package is nothing special, ravishingly beautiful. The lipstick cap is made of velvet so it can get dirty. The lipstick is soft and silky, similar to BBIA but less powdery",colour,neutral,positive,neutral→positive
"The lipstick is beautiful on the lips, the light color is suitable for those who like natural tones and bare faces. If you want it darker, combine your lips with another darker lipstick.",colour,positive,neutral,positive→neutral
