text,stayingpower_pred,stayingpower_conf,stayingpower_true,texture_pred,texture_conf,texture_true,smell_pred,smell_conf,smell_true,price_pred,price_conf,price_true,colour_pred,colour_conf,colour_true,shipping_pred,shipping_conf,shipping_true,packing_pred,packing_conf,packing_true,msr_resolution,conflict_score
"fast delivery. super well packaged, 1 lipstick in a big box. the lipstick color is so beautiful, i don't understand why the orange color is blurred.",positive,0.5763,None,positive,0.8633,None,positive,0.9741,None,positive,0.992,None,neutral,0.6183,positive,positive,0.9888,positive,positive,0.9905,positive,Overall Positive,0.0
"very nice colored lipstick, fast delivery, worth buying......",positive,0.928,None,positive,0.9868,None,positive,0.9923,positive,positive,0.9993,None,positive,0.9911,positive,positive,0.9984,positive,positive,0.9985,None,Overall Positive,0.0
"this is the second time i've ordered, my friends. i advise those who like domestic products not to miss this product :)) it's extremely good, but it's also very durable. at this price, it's already cheap.",positive,0.983,positive,positive,0.9709,None,positive,0.9954,None,positive,0.9991,positive,positive,0.9726,None,positive,0.7396,None,positive,0.9986,None,Overall Positive,0.0
"super fast delivery beautiful lipstick, no need to talk about it but the eyeliner is a bit big and not very pretty still support the shop",positive,0.503,None,negative,0.4594,None,positive,0.6232,None,positive,0.9242,None,neutral,0.4727,None,positive,0.9599,positive,positive,0.7821,None,MIXED,0.4098
"the lipstick is beautiful, long-lasting, but not fragrant. for this price, you can't ask for anything more. first time trying chinese domestic lipstick. if you like it, buy it again next time",positive,0.8794,positive,positive,0.6373,None,negative,0.9551,negative,positive,0.9734,positive,positive,0.8809,None,positive,0.7704,None,positive,0.7907,None,MIXED,0.8002
"easy to fade, not the same color, delivery took a bit longer than usual.",negative,0.8966,negative,positive,0.4587,None,positive,0.6858,None,positive,0.9661,None,negative,0.9062,negative,negative,0.9428,negative,positive,0.8593,None,MIXED,1.4267
"color 25 is so pretty, the lipstick smells like candy. fast deliveryhhhhhh",positive,0.906,None,positive,0.9794,None,positive,0.9915,positive,positive,0.9991,None,positive,0.9891,positive,positive,0.9987,positive,positive,0.9982,None,Overall Positive,0.0
"the shop is suitable for the price, like the color you want to use, depending on each person's budget",positive,0.778,None,positive,0.9118,None,positive,0.9792,None,positive,0.9936,positive,neutral,0.7417,negative,neutral,0.5492,None,positive,0.9922,None,Overall Positive,0.0
"packing protective goods handsome shipper fast delivery, very good value for money",positive,0.8931,None,positive,0.9845,None,positive,0.9896,None,positive,0.999,positive,positive,0.9892,None,positive,0.9987,positive,positive,0.9982,positive,Overall Positive,0.0
"it's very pretty, i applied the code with the flash sale so it's also cheap. shipped 3 days early for the event, very satisfied",positive,0.9827,None,positive,0.9751,None,positive,0.9963,None,positive,0.9992,positive,positive,0.9699,None,positive,0.6739,positive,positive,0.9987,None,Overall Positive,0.0
the lipstick is very beautiful and fragrant the shop packaged carefully and carefully ships quickly love the shop ????,positive,0.8708,None,positive,0.9887,None,positive,0.9922,positive,positive,0.9992,None,positive,0.992,None,positive,0.9983,positive,positive,0.9985,positive,Overall Positive,0.0
the lipstick color is much prettier than i thought but you get what you pay for,positive,0.9067,None,positive,0.9956,None,positive,0.9963,None,positive,0.999,neutral,positive,0.9562,positive,positive,0.6565,None,positive,0.9986,None,Overall Positive,0.0
"i don't think i need to say anything more about this color, everyone already knows it ??????????????????????????",neutral,0.7619,None,positive,0.7671,None,positive,0.9387,None,positive,0.9763,None,neutral,0.877,positive,positive,0.6944,None,positive,0.9867,None,Overall Positive,0.0
"uses: the lipstick is very soft on the lips and has a fragrant scent structure: sturdy, very good color fastness: the color is very beautiful",positive,0.9753,neutral,positive,0.9957,positive,positive,0.9958,positive,positive,0.9994,None,positive,0.9877,positive,positive,0.7797,None,positive,0.9991,None,Overall Positive,0.0
"reputable product, quality, worth the money, shipping takes a while. product packaging is sturdy",positive,0.8325,None,positive,0.8803,None,positive,0.9747,None,positive,0.9978,positive,positive,0.9508,None,negative,0.9864,negative,positive,0.9939,positive,MIXED,0.8393
"the lipstick feels soft on the lips but dries quickly. you should nourish your lips thoroughly before using color 05 is the color of dry rose petals, the pink book is a bit too much and a bit dark color 06 is earthy red, rich in earthy colors, worth many layers and looks super deep",positive,0.476,None,positive,0.65,positive,positive,0.8721,None,positive,0.9585,None,neutral,0.6288,negative,positive,0.6148,None,positive,0.9296,None,Overall Positive,0.0
"the lipstick is as pictured, smells of chocolate, smooth so the lips are very even, highly recommended to buy",positive,0.9793,None,positive,0.9972,positive,positive,0.9962,positive,positive,0.9993,None,positive,0.9755,None,positive,0.7302,None,positive,0.9989,None,Overall Positive,0.0
the product is great. the sale price is super super cheap ????????????????,positive,0.9696,None,positive,0.9952,None,positive,0.9958,None,positive,0.9996,positive,positive,0.9955,None,positive,0.9856,None,positive,0.9993,None,Overall Positive,0.0
"super pretty lipstick, securely packaged the color is super pleasing, i support the shop for a long time",positive,0.9894,None,positive,0.9925,None,positive,0.9969,None,positive,0.9996,None,positive,0.9953,positive,positive,0.7968,None,positive,0.9993,positive,Overall Positive,0.0
"delivery took a while, bought at sale price so quite ok, pretty lipstick, suitable for the price ??????",positive,0.8384,None,positive,0.864,None,positive,0.972,None,positive,0.9978,positive,positive,0.9519,None,negative,0.9871,negative,positive,0.9933,None,MIXED,0.8396
"i hunted for a flash sale and it was quite cheap and i was very surprised at the quality of the lg product. it's no different from the other cx lipstick. the cream and glossy texture is fragrant. if you don't get used to it, it's still a bit alcoholic. overall, i'm very satisfied.",neutral,0.5532,None,neutral,0.6222,positive,positive,0.8364,positive,positive,0.9422,positive,neutral,0.789,None,positive,0.6181,None,positive,0.9178,None,Overall Positive,0.0
"this is the first time i buy, so i understand that the shop is slow to deliver according to social distancing regulations to ensure community safety and is carefully packaged and fully delivered, with labels not afraid of fake ???? i haven't used the lipstick yet, but i don't know if it looks genuine, cheap sale price.",neutral,0.7007,None,positive,0.5862,None,positive,0.9339,None,positive,0.9835,positive,neutral,0.5753,None,negative,0.9042,neutral,positive,0.9807,positive,MIXED,0.7179
the lipstick color is quite nice. i think the outer shell is super cool. you should buy it,positive,0.9876,None,positive,0.99,None,positive,0.9968,None,positive,0.9997,None,positive,0.9976,positive,positive,0.8878,None,positive,0.9994,None,Overall Positive,0.0
"the lipstick has the right color! not too stubborn, seems ok pencil is super sharp, with little shimmer. bought 2 dishes and satisfied both of my stomachs",negative,0.6814,negative,positive,0.677,None,positive,0.9462,None,positive,0.9725,None,neutral,0.5685,positive,positive,0.6117,None,positive,0.9616,None,MIXED,0.5857
"super beautiful lipstick, turn on the cam and check the code to see the genuine product, the lipstick is smooth and smells of chocolate. 10/10 buy at sale price but always produce quality. please support the shop",positive,0.9367,None,positive,0.9893,positive,positive,0.9942,positive,positive,0.9983,positive,positive,0.8666,None,positive,0.6488,None,positive,0.9977,None,Overall Positive,0.0
great product order with fast delivery good product order,positive,0.8791,None,positive,0.9832,None,positive,0.9882,None,positive,0.9989,None,positive,0.9884,None,positive,0.9988,positive,positive,0.9979,positive,Overall Positive,0.0
"the lipstick smells good, tested it and it's really matte, the color is perfect...first time using domestic lipstick and the quality is beyond expectations.",positive,0.9873,positive,positive,0.8916,None,positive,0.9973,positive,positive,0.9995,None,positive,0.9864,positive,positive,0.7613,None,positive,0.9984,None,Overall Positive,0.0
"same model, worth the price",positive,0.9873,None,positive,0.9823,None,positive,0.9945,None,positive,0.9991,positive,positive,0.9824,None,positive,0.653,None,positive,0.9987,None,Overall Positive,0.0
the shop prepares and delivers very quickly. product quality is good.,positive,0.7122,None,positive,0.9748,None,positive,0.9839,None,positive,0.9982,None,positive,0.9858,None,positive,0.9988,positive,positive,0.9971,None,Overall Positive,0.0
uses: lipstick texture: cream color fastness: good delivered as fast as the wind. i've bought it many times so i can't say anything more about this brand's color,neutral,0.8846,positive,neutral,0.7489,neutral,positive,0.9006,None,positive,0.9691,None,neutral,0.7989,positive,positive,0.9586,positive,positive,0.9772,None,Overall Positive,0.0
"the lipstick is so pretty that it looks more pink than red on the lips, the quality is so smooth that you should buy it, the shop packed it well and delivered it quite quickly and .",positive,0.713,None,positive,0.991,positive,positive,0.9769,None,positive,0.994,None,positive,0.4782,neutral,positive,0.9846,positive,positive,0.9923,positive,Overall Positive,0.0
"good product, fast delivery. the included lipstick is also really good. can't fault anything.",positive,0.8469,None,positive,0.9773,None,positive,0.9889,None,positive,0.9986,None,positive,0.9727,None,positive,0.9989,positive,positive,0.9977,None,Overall Positive,0.0
shabby :3 is beautiful and still smells like cherry ????the lipstick is soft and not hard,positive,0.9544,None,positive,0.9978,positive,positive,0.9932,positive,positive,0.9989,None,positive,0.9643,None,positive,0.8854,None,positive,0.9985,None,Overall Positive,0.0
"qte goods are delivered quite quickly, about 1 week to receive. color 501 is a pretty mlbb color, the lipstick has a light scent. after the lipstick dries, wash it with water and it won't wash off",positive,0.8737,positive,positive,0.7964,None,positive,0.9851,positive,positive,0.9969,None,positive,0.9485,positive,positive,0.9968,positive,positive,0.9931,None,Overall Positive,0.0
beautiful lipstick color. beautifully and securely packaged. fast deliveryhhhhhh,positive,0.9232,None,positive,0.9897,None,positive,0.992,None,positive,0.9993,None,positive,0.9936,positive,positive,0.9979,positive,positive,0.9987,positive,Overall Positive,0.0
goods are slow due to border congestion. i have bought here many times i like it very much. i hope the shop will give you a discount next time,positive,0.818,None,positive,0.8456,None,positive,0.9786,None,positive,0.9977,None,positive,0.9246,None,negative,0.9822,negative,positive,0.9936,None,MIXED,0.8347
"i was surprised by the quality of the lipstick, it's very good and the color is also pretty, so i recommend buying it above is color 403, lower is 501",positive,0.8932,None,positive,0.8951,None,positive,0.9904,None,positive,0.997,None,positive,0.6597,positive,positive,0.772,None,positive,0.996,None,Overall Positive,0.0
"the lipstick is super soft and smooth, the color is beautiful, this color 02 will be a bit dull when used alone, with makeup it will look better",positive,0.7368,None,positive,0.952,positive,positive,0.9867,None,positive,0.9932,None,neutral,0.6825,neutral,positive,0.8361,None,positive,0.993,None,Overall Positive,0.0
"fast delivery the lipstick has beautiful color, fades quickly, and is thin and light will buy again next time",negative,0.9802,negative,positive,0.9047,None,positive,0.9439,None,positive,0.9901,None,positive,0.8811,positive,positive,0.9876,positive,positive,0.9878,None,MIXED,0.8363
the product is good and the salary you need to buy a house is very good and is worth the money to buy more.,positive,0.9871,None,positive,0.9864,None,positive,0.9973,None,positive,0.9995,positive,positive,0.9844,None,positive,0.6547,None,positive,0.9991,None,Overall Positive,0.0
m?n hagshhwbsbshsubwbshshshhsgshgwvwuwhsvwghwgssgsghu,negative,0.8807,None,negative,0.4659,positive,negative,0.5875,None,positive,0.8591,None,negative,0.8527,None,negative,0.6115,None,positive,0.5866,None,MIXED,1.0142
"first time buying, i really like it, hehe very carefully packaged, love the shop",positive,0.9842,None,positive,0.9931,None,positive,0.9967,None,positive,0.9997,None,positive,0.9952,None,positive,0.96,None,positive,0.9994,positive,Overall Positive,0.0
why do i think the color doesn't look the same :((( it's a bit dull,positive,0.506,None,negative,0.8928,None,positive,0.405,None,positive,0.8754,None,negative,0.7173,negative,neutral,0.428,None,positive,0.5536,None,MIXED,0.9538
"slae hunting from october 10. the lipstick smells like candy, very smooth. will support when drunk ????????????????????",positive,0.9344,None,positive,0.9926,positive,positive,0.9929,positive,positive,0.9979,positive,positive,0.8331,None,positive,0.6319,None,positive,0.9974,None,Overall Positive,0.0
the lipstick is smooth and easy to spread because it has a lot of moisture and a sicula smell,positive,0.4965,None,positive,0.8978,positive,negative,0.4976,positive,positive,0.9063,None,positive,0.4313,None,positive,0.7922,None,positive,0.8469,None,MIXED,0.4467
texture: cx ok color fastness: the color is very beautiful i bought it for you so i don't know how to rate it properly but the color is so beautiful and not too dark.,positive,0.5776,neutral,positive,0.5271,neutral,positive,0.9901,None,positive,0.9982,None,positive,0.9237,positive,positive,0.923,None,positive,0.9979,None,Overall Positive,0.0
"the product quality is excellent, the packaging is very careful and sturdy. the lipstick color is pretty, no need to talk about it~",positive,0.9877,None,positive,0.9936,None,positive,0.997,None,positive,0.9996,None,positive,0.9948,positive,positive,0.8299,None,positive,0.9994,positive,Overall Positive,0.0
"very good product, fast delivery ??????????????????????????????????????",positive,0.8124,None,positive,0.9793,None,positive,0.9855,None,positive,0.9985,None,positive,0.9867,None,positive,0.9987,positive,positive,0.9973,None,Overall Positive,0.0
"the packaging was a bit loose, but luckily the lipstick was not damaged. there was an extra gift. i haven't used it yet so i don't know how it is.",negative,0.4089,None,negative,0.8684,None,negative,0.5513,None,positive,0.7581,None,negative,0.499,None,negative,0.4358,None,negative,0.7093,negative,MIXED,0.6223
"delivery took a while. carefully packaged, beautiful color, fruity scent.",positive,0.8338,None,positive,0.8821,None,positive,0.9783,positive,positive,0.9979,None,positive,0.9588,positive,negative,0.9852,negative,positive,0.9944,positive,MIXED,0.8388
shop delivers quickly. the lipstick looks so pretty ??????????????,positive,0.7893,None,positive,0.9779,None,positive,0.9858,None,positive,0.9985,None,positive,0.9858,None,positive,0.999,positive,positive,0.9973,None,Overall Positive,0.0
"uses: fairly fast delivery, quick to prepare, thin skin, deodorant",positive,0.7497,None,positive,0.4918,None,positive,0.9654,positive,positive,0.9934,None,positive,0.7727,positive,positive,0.9952,positive,positive,0.9835,None,Overall Positive,0.0
"good product, reasonable price, will buy again. have bought many times .",positive,0.9893,None,positive,0.9898,None,positive,0.9962,None,positive,0.9994,positive,positive,0.9893,None,positive,0.7258,None,positive,0.999,None,Overall Positive,0.0
bought so many times from the skin food. this time delivery was a bit slow but it's ok.,positive,0.8569,None,positive,0.7611,None,positive,0.9668,None,positive,0.9977,None,positive,0.9426,None,negative,0.9852,negative,positive,0.9907,None,MIXED,0.8359
"hehe that lipstick color is so pretty, i love it ??????????????????????????????????????",positive,0.971,None,positive,0.9726,None,positive,0.9961,None,positive,0.9996,None,positive,0.9977,positive,positive,0.8455,None,positive,0.9993,None,Overall Positive,0.0
"fast delivery in terms of product quality, the 402 bar is super awesome and the 203 bar is very powdery.",positive,0.6425,None,negative,0.672,neutral,positive,0.7515,None,positive,0.9312,None,neutral,0.5031,None,positive,0.9333,positive,positive,0.8172,None,MIXED,0.5769
"delivered all the goods.. also got an extra gift.. waited a bit long but very happy.. with the cheap price and nice packaging, i quite like it",positive,0.8677,None,positive,0.934,None,positive,0.9906,None,positive,0.9987,positive,positive,0.9704,None,negative,0.9722,negative,positive,0.9967,None,MIXED,0.8318
"it seems like the model is red, so when you color it, it doesn't come out very earthy. the lips on the 502 background fall in the 403, mn. pretty.",positive,0.5049,None,positive,0.7619,None,positive,0.8489,None,positive,0.9664,None,neutral,0.5469,positive,positive,0.489,None,positive,0.9408,None,Overall Positive,0.0
"great product, beautiful packaging, soft, fragrant lipstick, so beautiful",positive,0.9789,None,positive,0.9978,positive,positive,0.9962,positive,positive,0.9995,None,positive,0.9901,None,positive,0.872,None,positive,0.9992,positive,Overall Positive,0.0
the lipstick is a bit hissing more difficult to spread than the beautiful 600 color sakura model,positive,0.5965,None,negative,0.9632,negative,negative,0.37,None,positive,0.8529,None,neutral,0.4016,positive,neutral,0.4271,None,negative,0.5361,None,MIXED,0.8164
"first of all, in terms of aesthetics, the shell is very pretty and looks very eye-catching. the color is okay ????",positive,0.9842,None,positive,0.9921,None,positive,0.9963,None,positive,0.9994,None,positive,0.9734,positive,positive,0.6811,None,positive,0.999,None,Overall Positive,0.0
"lipstick delivered super fast, beautiful color and quality, i love it ???? a25 is a true love",positive,0.923,None,positive,0.9852,positive,positive,0.9916,None,positive,0.9992,None,positive,0.9919,positive,positive,0.9985,positive,positive,0.9985,None,Overall Positive,0.0
"the shop delivered all the products and the right color i ordered, the two colors v17, v18 are both very beautiful",positive,0.9774,None,positive,0.9391,None,positive,0.9941,None,positive,0.9988,None,positive,0.9725,positive,neutral,0.4992,neutral,positive,0.998,None,Overall Positive,0.0
the color is very accurate. shipping time is also fast and i am very satisfied with this lipstick,positive,0.91,None,positive,0.99,None,positive,0.9906,None,positive,0.999,None,positive,0.9898,positive,positive,0.9981,positive,positive,0.9981,None,Overall Positive,0.0
"the lipstick is long-lasting, a little dry, but if it's applied with a balm layer, it's ok",positive,0.8194,positive,negative,0.9559,neutral,positive,0.6899,None,positive,0.9647,None,positive,0.8298,None,positive,0.5489,None,positive,0.7728,None,MIXED,0.7922
"the color is beautiful and lasts a long time, but you have to apply a lot on your lips to make it beautiful and deliver quickly",positive,0.9234,positive,positive,0.8418,None,positive,0.9896,None,positive,0.9989,None,positive,0.9907,positive,positive,0.9972,positive,positive,0.9966,None,Overall Positive,0.0
excellent product quality reasonable price pack the product securely,positive,0.9778,None,positive,0.9943,None,positive,0.9963,None,positive,0.9993,positive,positive,0.9728,None,positive,0.8502,None,positive,0.9991,positive,Overall Positive,0.0
uses: cunx texture: no the mau voltage stabilizer is also pretty but the shell has a bit of a strong plastic smell,neutral,0.5702,None,neutral,0.555,neutral,negative,0.7809,negative,positive,0.8124,None,neutral,0.5407,positive,positive,0.5381,None,positive,0.6056,None,MIXED,0.5581
"haven't tried it yet... but this time it's not because of the shipping company or something, but the box looks like someone opened it. probably due to the weight of the goods, the box was distorted and the tape was removed",neutral,0.5209,None,neutral,0.4111,None,positive,0.4519,None,positive,0.8674,None,negative,0.6743,None,negative,0.8165,negative,positive,0.6527,None,MIXED,0.849
"the right color, beautiful, matte lipstick, color 402 is pretty and color 302 probably doesn't match so it's a bit bright on the lips.",positive,0.7224,positive,positive,0.6989,None,positive,0.9539,None,positive,0.9846,None,neutral,0.7474,neutral,positive,0.5324,None,positive,0.9754,None,Overall Positive,0.0
"just tested color 301, white lipstick shell is easy to get dirty, shell material is easy to get dirty, smells like chocolate :v",positive,0.5176,None,negative,0.5757,None,positive,0.7131,positive,positive,0.904,None,neutral,0.6827,neutral,positive,0.6257,None,positive,0.8165,None,MIXED,0.4959
"delivery took a while but the color turned out very well, the sale was 1 get 1 free so i bought it",positive,0.8374,None,positive,0.8372,None,positive,0.9707,None,positive,0.9973,positive,positive,0.9055,positive,negative,0.9832,negative,positive,0.9929,None,MIXED,0.835
it took a while but the lipstick is beautiful and the shell is so cute hehe it's greattttttttttt,positive,0.8823,None,positive,0.9083,None,positive,0.9891,None,positive,0.9989,None,positive,0.982,None,negative,0.9807,negative,positive,0.9967,None,MIXED,0.838
always so pretty fragrant aroma delivery took a little while but it's okay,positive,0.8734,None,positive,0.9372,None,positive,0.9888,positive,positive,0.9987,None,positive,0.9716,None,negative,0.9767,neutral,positive,0.9965,None,MIXED,0.8352
the color on the right is so beautiful and it's still on sale so it's a great deal,positive,0.9865,None,positive,0.9876,None,positive,0.9965,None,positive,0.9997,positive,positive,0.998,positive,positive,0.8682,None,positive,0.9994,None,Overall Positive,0.0
"the lipstick color is super nice you should buy it, everyone",positive,0.9881,None,positive,0.9906,None,positive,0.9967,None,positive,0.9997,None,positive,0.9978,positive,positive,0.8926,None,positive,0.9994,None,Overall Positive,0.0
i received the goods in full. goods match the sample. the shop packs the goods carefully and with great care. will definitely continue to support.,positive,0.9827,None,positive,0.9783,None,positive,0.9944,None,positive,0.9987,None,positive,0.9452,None,positive,0.5898,neutral,positive,0.9981,positive,Overall Positive,0.0
"beautiful lipstick, good packaging, good customer care, the downside is that delivery took a while, 3 days later than expected but the quality is good",positive,0.8182,None,positive,0.9085,None,positive,0.9769,None,positive,0.9976,None,positive,0.928,None,negative,0.9839,negative,positive,0.9938,positive,MIXED,0.8374
beautiful guy. very sharp. affordable price. long delivery. cheap but quality,positive,0.8306,None,positive,0.9507,None,positive,0.9873,None,positive,0.999,positive,positive,0.969,None,negative,0.9691,negative,positive,0.9965,None,MIXED,0.829
"uses: ok texture: ok color fastness: good color number 25 final note is truly lovely, it looks great on the lips, looks luxurious and whitens the skin. color fastness is quite ok. 10 points for 1 lipstick, quite cheap price and good quality, on sale for just over 100k phones. will definitely buy this bbia 25 again.",positive,0.9889,positive,positive,0.9807,positive,positive,0.9962,None,positive,0.9994,positive,positive,0.989,positive,positive,0.695,None,positive,0.9989,None,Overall Positive,0.0
"the lipstick is really good, the color is so pretty, it also smells good, the foundation is fragrant, but the tube of cream leaked out a little. fast delivery. please support this shop",positive,0.6942,None,negative,0.7069,None,positive,0.9305,positive,positive,0.9803,None,positive,0.7685,positive,positive,0.9707,positive,positive,0.9297,None,MIXED,0.6233
use: lipstick texture: ok color fastness: not very matte carefully packaged and delivered quickly okkkkkkkkk,negative,0.9477,negative,positive,0.8402,positive,positive,0.8699,None,positive,0.9652,None,positive,0.7314,None,positive,0.9768,positive,positive,0.9723,positive,MIXED,0.8052
delivery took a while......... quality ?????? don't have time to take pictures for you to see,neutral,0.5435,None,positive,0.4745,None,positive,0.8726,None,positive,0.9861,None,positive,0.4983,None,negative,0.9795,negative,positive,0.9704,None,MIXED,0.7788
"this 502 has a very beautiful color, the liquid lipstick is easy to spread. the color is absolutely beautiful. the scent is light and mild, but those who are picky probably won't like this scent. in general, you should buy it ??",positive,0.5961,None,positive,0.8905,positive,positive,0.8572,neutral,positive,0.9841,None,positive,0.7195,positive,positive,0.9276,None,positive,0.9819,None,Overall Positive,0.0
"beautiful genuine lipstick with anti-counterfeit team, very pretty earthy red color",positive,0.9822,None,positive,0.9719,None,positive,0.995,None,positive,0.999,None,positive,0.9613,positive,positive,0.7351,None,positive,0.9981,None,Overall Positive,0.0
"uses: quite beautiful color fastness: ok the lipstick is quite evenly spread and applied, the color is beautiful, and it lasts a long time",positive,0.9903,positive,positive,0.9886,positive,positive,0.9967,None,positive,0.9996,None,positive,0.9954,positive,positive,0.6374,None,positive,0.9993,None,Overall Positive,0.0
"very pretty lipstick, fast delivery too, now i only buy lipstick from bbia, the lipstick is so smooth and beautiful, you should buy it??",positive,0.9413,None,positive,0.9959,positive,positive,0.9938,None,positive,0.9993,None,positive,0.9878,None,positive,0.995,positive,positive,0.9988,None,Overall Positive,0.0
"this lipstick is very smooth, everyone, the shell is sturdy, the delivery person is friendly",positive,0.9682,None,positive,0.9984,positive,positive,0.9942,None,positive,0.9992,None,positive,0.9758,None,positive,0.8864,positive,positive,0.9988,None,Overall Positive,0.0
"international goods so delivery is quite fast and the product is also okela, good price",positive,0.8679,None,positive,0.9833,None,positive,0.9873,None,positive,0.9988,positive,positive,0.9888,None,positive,0.9988,positive,positive,0.9978,None,Overall Positive,0.0
"i really like this lipstick, but i like other colors, i know that, lol",positive,0.6391,positive,positive,0.9266,None,positive,0.974,None,positive,0.9924,None,neutral,0.5244,negative,positive,0.7324,None,positive,0.9869,None,Overall Positive,0.0
uses: son beautiful house prices in general are ok ajfswsxjd texture: okvghjhggfcc color fastness: ok ok,positive,0.9822,positive,positive,0.9846,neutral,positive,0.9957,None,positive,0.9994,positive,positive,0.9864,None,positive,0.6483,None,positive,0.9989,None,Overall Positive,0.0
"the lipstick is very beautiful, the shop carefully packaged the goods, fast delivery time, and the outside label looks really genuine",positive,0.9184,None,positive,0.9853,None,positive,0.991,None,positive,0.999,None,positive,0.9838,None,positive,0.9984,positive,positive,0.9983,positive,Overall Positive,0.0
"delivery took a while, but i really like it, smells like candy",positive,0.8627,None,positive,0.9102,None,positive,0.9863,positive,positive,0.9986,None,positive,0.9752,None,negative,0.9838,negative,positive,0.996,None,MIXED,0.8396
"color 403 is so cute. the primer is smudged, but other products are ok. smells quite pleasant, light tone. cheapeeeeeeeeeeee",positive,0.9546,None,positive,0.5612,None,positive,0.986,positive,positive,0.997,positive,positive,0.9103,positive,positive,0.7541,None,positive,0.9895,None,Overall Positive,0.0
uses: lip balm why can't i write it? texture: ok color fastness: not known but not known,neutral,0.9387,neutral,neutral,0.7045,positive,positive,0.9071,positive,positive,0.9691,None,neutral,0.8106,None,positive,0.6852,None,positive,0.9841,None,Overall Positive,0.0
uses: beautiful texture: smooth color fastness: durable so pretty but so ugly ahabdksbxje sjs aljdnsja xjs jxnsj djanxbs,positive,0.5997,positive,positive,0.9762,positive,positive,0.9351,None,positive,0.98,positive,positive,0.428,None,positive,0.693,None,positive,0.9672,None,Overall Positive,0.0
"the color goes on so quickly that it wears off after a little bit, i find that the color goes on very smoothly on my lips, it's similar to black round, but much cheaper than black round.",negative,0.9723,negative,positive,0.9611,positive,positive,0.9366,None,positive,0.9862,positive,negative,0.5362,None,positive,0.5552,None,positive,0.9844,None,MIXED,1.1249
use: lipstick texture: smooth and fragrant color fastness: 2-3 hours without eating or drinking beautiful ????????????????????????????,positive,0.7182,neutral,positive,0.9768,positive,positive,0.9889,None,positive,0.997,None,positive,0.7707,None,positive,0.5571,None,positive,0.997,None,Overall Positive,0.0
"the lipstick has a nice color, it's a bit dry on the lips, for the price it's ok, it's nude pink so why isn't it nude pink :))) but it looks orange probably due to lip pigmentation",positive,0.7227,None,negative,0.9279,negative,positive,0.776,None,positive,0.946,positive,positive,0.5408,positive,positive,0.5711,None,positive,0.8068,None,MIXED,0.7652
long delivery because it's tet (3 weeks) the lipstick smells like sweet chocolate non-matte lipstick has a lot of nourishment,positive,0.7678,negative,positive,0.7174,None,positive,0.9679,positive,positive,0.996,None,positive,0.8472,None,negative,0.9675,negative,positive,0.9908,None,MIXED,0.8178
"delivery took a while due to being from abroad. pack carefully. the lipstick color is also pretty, the lipstick is cheap so i don't ask for much ????",neutral,0.5396,None,positive,0.5139,None,positive,0.9516,None,positive,0.9918,positive,positive,0.6113,positive,negative,0.9634,negative,positive,0.9843,positive,MIXED,0.7784
"this lipstick is so great, it doesn't have any powder, i will buy it again next time and the shipping is also fast. support",positive,0.8801,None,positive,0.9723,positive,positive,0.9897,None,positive,0.9986,None,positive,0.9717,None,positive,0.9987,positive,positive,0.9975,None,Overall Positive,0.0
"hero's lipstick is quite smooth and i like it?? oh color 05 is super pretty, it's exactly my style (in the color photo at the top) i think you should buy color 05 or 01 because it will be easier to play",positive,0.9426,None,positive,0.9903,positive,positive,0.9935,None,positive,0.9978,None,positive,0.7939,positive,positive,0.7105,None,positive,0.9972,None,Overall Positive,0.0
shop mall should also be quite assured about product quality. the shop delivered the goods according to the order. shipper is cute,positive,0.8945,None,positive,0.9637,None,positive,0.9876,None,positive,0.9969,None,positive,0.749,None,positive,0.9776,positive,positive,0.9958,None,Overall Positive,0.0
"the color fades quite quickly, but i use it to apply pretty blush on my cheeks. this lipstick is only used to make my lips pinker, but i think it's all powder on my lips and it's not pretty.",negative,0.9774,negative,negative,0.7453,negative,positive,0.7908,None,positive,0.9632,None,negative,0.7366,None,neutral,0.4621,None,positive,0.8667,None,MIXED,1.2687
"carefully packaged, fast delivery. ordered 10/10 today and got it. outstanding lipstick quality ????",positive,0.8956,None,positive,0.9836,positive,positive,0.9894,None,positive,0.9989,None,positive,0.9856,None,positive,0.9988,positive,positive,0.998,positive,Overall Positive,0.0
"only chats to receive coins. fast delivery, beautiful color, i'm sure this is a no-brainer",positive,0.9055,None,positive,0.971,None,positive,0.9918,None,positive,0.999,None,positive,0.9784,positive,positive,0.9987,positive,positive,0.9981,None,Overall Positive,0.0
"carefully packaged, good shock resistance, very beautiful color, exactly the color i like. if it works well and doesn't dry my lips, i will continue to support it.",positive,0.9885,None,positive,0.9885,neutral,positive,0.9969,None,positive,0.9996,None,positive,0.993,positive,positive,0.8368,None,positive,0.9992,positive,Overall Positive,0.0
"the lipstick color is beautiful but it doesn't stick very well, luckily i use color locking lipstick and the color is beautiful kiki",negative,0.62,negative,negative,0.9382,None,positive,0.7177,None,positive,0.966,None,positive,0.9141,positive,positive,0.585,None,positive,0.7639,None,MIXED,1.1171
pretty color akdkxndkcsnckxnslsjsnclxnckxcksndksndlvns ccl,positive,0.9188,None,positive,0.9771,None,positive,0.992,None,positive,0.9995,None,positive,0.9981,positive,positive,0.875,None,positive,0.9988,None,Overall Positive,0.0
