text,stayingpower_pred,stayingpower_conf,stayingpower_true,texture_pred,texture_conf,texture_true,smell_pred,smell_conf,smell_true,price_pred,price_conf,price_true,colour_pred,colour_conf,colour_true,shipping_pred,shipping_conf,shipping_true,packing_pred,packing_conf,packing_true,msr_resolution,conflict_score
"texture: sa color fastness: beautiful be pretty soon. nice smell, make it up beautifully sss",neutral,0.5594,positive,neutral,0.7621,neutral,positive,0.7558,None,positive,0.8367,None,positive,0.8629,positive,positive,0.5707,None,positive,0.8436,None,Overall Positive,0.0
"international shop but fast delivery. second time buying, cheap but very good product. from the shell to the quality, everything is ok.",positive,0.7518,None,positive,0.7548,None,positive,0.8816,None,positive,0.9399,positive,positive,0.8674,None,positive,0.8593,positive,positive,0.9375,None,Overall Positive,0.0
"product packaging is safe, delivery time is fast, shop provides good service, lipstick color is very beautifulppppppp",positive,0.8032,None,positive,0.748,None,positive,0.874,None,positive,0.9352,None,positive,0.9341,positive,positive,0.8835,positive,positive,0.9428,positive,Overall Positive,0.0
"delivery a bit slow. i swatched it on my hand and saw that 303 vs 401 had the same color, i don't know how it would look on my lips. as for 301, the color is not very even. the lipstick is soft, smooth, and can have a slight shine when first swatched. so i think it won't be dry on my lips. 303 and 401 are smoother, while 301 is swatched almost immediately without any shine.",negative,0.3921,None,positive,0.431,positive,positive,0.4193,None,positive,0.5978,None,negative,0.566,neutral,negative,0.6366,negative,positive,0.4721,None,MIXED,0.8712
photos and videos are unrelated but the product is very good. pack carefully.,positive,0.7604,None,positive,0.8502,None,positive,0.8839,None,positive,0.9032,None,positive,0.8734,None,neutral,0.6903,None,positive,0.8888,positive,Overall Positive,0.0
"color 402 on the left, 501 on the right. i just tested it on my hand, i don't know how it will look on my lips. fast delivery",neutral,0.8661,None,neutral,0.7753,None,positive,0.5794,None,positive,0.782,None,neutral,0.7893,neutral,positive,0.866,positive,positive,0.7932,None,Overall Positive,0.0
"texture: smooth, soft, a little powdery color fastness: 7/10 extremely fast delivery, carefully packaged, beautiful i also bought one before and haven't used it much yet so i lost 30/1 ?? i still like it so i bought it again.",positive,0.4919,positive,neutral,0.6297,positive,positive,0.3949,None,positive,0.8019,None,positive,0.4966,None,positive,0.7255,positive,positive,0.6146,positive,Overall Positive,0.0
"the packaging was very poor, but when i received it it came open, luckily nothing was lost, but the quality is not used yet so i'm not sorry.",negative,0.6535,None,negative,0.8285,None,negative,0.6603,None,negative,0.7039,None,negative,0.8127,None,negative,0.67,None,negative,0.9105,negative,Overall Negative,0.0
nice,positive,0.6036,None,positive,0.785,None,positive,0.8369,None,positive,0.8522,None,positive,0.9152,None,neutral,0.52,negative,positive,0.8684,None,Overall Positive,0.0
uses: nhan xuja texture: mij color fastness: 50 smooth lipstick softens lips the color is beautiful but it's too small??,neutral,0.5804,neutral,neutral,0.6674,positive,positive,0.807,None,positive,0.8536,None,positive,0.8079,positive,positive,0.4208,None,positive,0.8542,None,Overall Positive,0.0
"the product is very good, the lipstick is smooth and very satisfied. this is my first time using this product. i will continue to support it.",positive,0.6964,None,positive,0.878,positive,positive,0.9156,None,positive,0.9446,None,positive,0.7171,None,neutral,0.6802,None,positive,0.917,None,Overall Positive,0.0
"wow, i've been looking for it forever and finally i bought it ?? the color is so beautiful. buy 2 lipsticks and get 1 more beautiful lipstick for free. the goods are carefully wrapped to prevent shock. the price is extremely cheap. delivery time is also fast from hcm to there even though the covid epidemic is very stressful.",positive,0.7342,None,positive,0.6027,None,positive,0.8391,None,positive,0.9103,positive,positive,0.8941,positive,positive,0.8661,positive,positive,0.9182,positive,Overall Positive,0.0
"delivery took a while, i only know that because i ordered it for you (picture is not relevant because i received coins)",negative,0.6359,None,negative,0.4562,None,positive,0.5743,None,positive,0.7353,None,positive,0.4027,None,negative,0.8865,negative,positive,0.6167,None,MIXED,1.0698
"so pretty, the mlbb color tone is so lovely, the lipstick smells pleasant, the lipstick is light and feels sturdy in the hand, the shop is enthusiastic, fast delivery, hunting for sales so the price is so good??",positive,0.8335,None,positive,0.7734,None,positive,0.898,positive,positive,0.9406,positive,positive,0.9422,positive,positive,0.788,positive,positive,0.9467,None,Overall Positive,0.0
"very good quality product, beautiful and smooth lipstick color, so buy it and you'll be so pretty",positive,0.7972,None,positive,0.8929,positive,positive,0.9205,None,positive,0.9408,None,positive,0.872,positive,neutral,0.743,None,positive,0.9176,None,Overall Positive,0.0
ok product...... quality... packed securely... fish skin t-shirt with teddy bear sleeve bag,positive,0.719,None,positive,0.8137,None,positive,0.9061,None,positive,0.9362,None,positive,0.7453,None,neutral,0.6968,None,positive,0.9064,positive,Overall Positive,0.0
"the lipstick is quite good on the lips, at such a reasonable price, it has a light fragrance",positive,0.7915,None,positive,0.8703,None,positive,0.9135,positive,positive,0.9316,positive,positive,0.8909,None,neutral,0.7526,None,positive,0.9086,None,Overall Positive,0.0
"the lipstick smells very fragrant like chocolate candy, the lipstick color is also beautiful but maybe not what i expected",negative,0.7901,None,positive,0.7282,None,positive,0.7823,positive,positive,0.7382,None,positive,0.6145,positive,positive,0.4518,None,positive,0.7596,None,MIXED,0.6618
"fast delivery compared to international, about 1 week, available on sale, so the price is reasonable, will continue to support",positive,0.7241,None,positive,0.719,None,positive,0.8819,None,positive,0.9283,positive,positive,0.8631,None,positive,0.863,positive,positive,0.926,None,Overall Positive,0.0
beautiful lipstick! beautiful color! cat meow cat meow my cat li has no tail.,negative,0.5773,None,positive,0.6833,None,positive,0.7502,None,positive,0.8777,None,positive,0.8617,positive,neutral,0.5403,None,positive,0.8522,None,MIXED,0.5049
shop delivered quickly with correct number quantity????????????????????????????? ???????????????????????????????????,positive,0.7155,None,positive,0.7021,None,positive,0.8517,None,positive,0.9124,None,positive,0.8399,None,positive,0.9364,positive,positive,0.9208,None,Overall Positive,0.0
"the shop's gifts are always genuine products, but the price is very high for students who really like these two colors",negative,0.4712,None,positive,0.5938,None,positive,0.7749,None,positive,0.6597,positive,positive,0.8574,positive,neutral,0.4229,None,positive,0.6681,None,MIXED,0.416
"the beautiful lipstick i got for 1111 75k is a bargain. at first i tested it on my lips and it didn't look good, but i will find a way to test it more accurately, the lipstick is smooth, this color is a bit bright for me, i like it darker, the packaging is classy.",neutral,0.6046,None,positive,0.6639,negative,positive,0.6537,None,positive,0.7631,positive,neutral,0.7061,negative,neutral,0.5097,None,positive,0.7141,None,Overall Positive,0.0
"the color is super lovely, the cream is thin and smooth, there is also a glossy layer on top, it doesn't smudge or float away, you should buy it",positive,0.788,None,positive,0.8278,neutral,positive,0.9002,None,positive,0.9404,None,positive,0.8698,positive,neutral,0.7519,None,positive,0.9126,None,Overall Positive,0.0
"international applications should wait a bit longer. but in return, the lipstick is very pretty, shop. thank you shop and shopee :))",positive,0.4982,None,negative,0.5407,None,positive,0.7432,None,positive,0.8272,None,positive,0.8481,None,negative,0.8382,negative,positive,0.6309,None,MIXED,0.993
the picture is ok but the color of the lipstick is amazing and the packaging was careful,positive,0.7876,None,positive,0.8598,positive,positive,0.9049,None,positive,0.9334,None,positive,0.9031,positive,neutral,0.7082,None,positive,0.9145,positive,Overall Positive,0.0
"the lipstick color is beautiful and fragrant, but it wears off quickly and is delivered quickly....",negative,0.869,negative,positive,0.3493,None,positive,0.6761,positive,positive,0.7376,None,positive,0.8392,positive,positive,0.7597,positive,positive,0.7492,None,MIXED,0.7174
"images are for coin recognition purposes only the lipstick is beautiful, soft and smooth. it's just a bit of a long wait",negative,0.4936,None,positive,0.7854,positive,positive,0.7665,None,positive,0.8602,None,positive,0.7059,positive,negative,0.8199,negative,positive,0.8473,None,MIXED,0.9867
"very good, fast delivery, 100 star rating ????????????????????",positive,0.7698,None,positive,0.6746,None,positive,0.8332,None,positive,0.9128,None,positive,0.9218,None,positive,0.9303,positive,positive,0.9261,None,Overall Positive,0.0
"good product, sturdy plastic body, chocolate scent, beautiful color on the hand. if you want it to be as beautiful on the lips as on the hand, the lips must not be dry and must be applied many times. after testing, it is easy to wipe off. i don't know if it will disappear when eaten. the shop also gives a free mask. the photos are real photos and the video must be included for 200 coins.",negative,0.8555,negative,neutral,0.5167,None,positive,0.564,positive,positive,0.7406,None,positive,0.5772,positive,neutral,0.4313,None,positive,0.6632,None,MIXED,0.6403
"the color is quite good, exactly like the picture but the smell is really bad, so it's quite ok compared to the price range so why bother? buying this type of color and using it a few times is fine, but don't use it often, it smells terrible on your lips",positive,0.5813,None,positive,0.4158,None,negative,0.8622,negative,positive,0.7636,positive,positive,0.8287,positive,positive,0.376,None,positive,0.6702,None,MIXED,0.6969
"beautiful lipstick, perfect color aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",positive,0.6435,None,positive,0.6908,None,positive,0.865,None,positive,0.8884,None,positive,0.9443,positive,neutral,0.5764,None,positive,0.8898,None,Overall Positive,0.0
uses: son texture: soft and smooth lipstick a color fastness: beautiful wool nhdjdjc cbjdkdkefbbdjdjdfe,neutral,0.5901,neutral,positive,0.5522,positive,positive,0.8505,None,positive,0.9057,None,positive,0.7393,positive,neutral,0.4867,None,positive,0.8941,None,Overall Positive,0.0
the goods are the same as the picture. the lipstick is ok and beautiful. the translation took a while to deliver. order from september 9 to september 19 to receive goods.?????????????????????????? ????????????????????????????????????,positive,0.4055,None,positive,0.6881,None,positive,0.7096,None,positive,0.8564,None,positive,0.7011,None,negative,0.864,negative,positive,0.8274,None,MIXED,0.7162
"the lipstick has been used forever, soft and smooth and beautiful color. delivery is also fast.",positive,0.8336,None,positive,0.8399,positive,positive,0.9025,None,positive,0.9477,None,positive,0.9128,positive,positive,0.785,positive,positive,0.9491,None,Overall Positive,0.0
the product is okay for the price bbkkkbbmnvvbnnjjhghbvvbjhhhhhhhhh,positive,0.6876,None,positive,0.8325,None,positive,0.8742,None,positive,0.9144,positive,positive,0.8227,None,neutral,0.78,None,positive,0.8609,None,Overall Positive,0.0
"we say that from the lipstick case to the lipstick, the quality is the same >< the color is perfect, the lips are soft and smooth, without clumping, the lips are super pretty. very worth the money, you should buy it!!! delivery took a bit long, but in return the shipper was extremely friendly, so i rate it 5 stars!!! *video is for recognition purposes only*@@",positive,0.4555,None,positive,0.8882,positive,positive,0.8177,None,positive,0.8966,positive,positive,0.7937,positive,negative,0.7123,positive,positive,0.8926,None,MIXED,0.6193
"the product is so beautiful and amazing, i couldn't expect anything more. thank you to the supplier, manufacturer, thank you to the seller, thank you to the e-commerce platform, thank you to the carrier for giving me the opportunity to use a good product like this. the packaging is very beautiful. indeed, the seller has put a lot of thought into it",positive,0.8182,None,positive,0.7218,None,positive,0.9038,None,positive,0.9289,None,positive,0.921,None,positive,0.5296,positive,positive,0.9259,positive,Overall Positive,0.0
"the lipstick has a beautiful color and feels firm when applied to the lips. the color is about 80% similar to the hand swatch, but at this price, you can't ask for anything more.",positive,0.7854,None,positive,0.8312,None,positive,0.9247,None,positive,0.9328,positive,positive,0.8733,positive,neutral,0.7281,None,positive,0.9051,None,Overall Positive,0.0
"when delivered here, the shell was a bit distorted so i was a little disappointed but it's okay, the lipstick color is beautiful and the body is fine",negative,0.4271,None,negative,0.5716,None,positive,0.4698,None,positive,0.5449,None,positive,0.3927,positive,negative,0.5673,None,negative,0.605,negative,MIXED,0.8539
"the lipstick color is standard, not dry, but why does it blend on the lips? moisturize your lips before applying for a more beautiful look",positive,0.5611,None,positive,0.6231,positive,positive,0.8308,None,positive,0.8794,None,positive,0.7788,positive,neutral,0.7906,None,positive,0.855,None,Overall Positive,0.0
"the lipstick is beautiful and fades quickly, beautifully packaged and has eye-catching images",negative,0.8895,negative,positive,0.49,None,positive,0.7638,None,positive,0.8006,None,positive,0.8625,None,positive,0.3791,None,positive,0.7805,positive,MIXED,0.7302
the lipstick has beautiful color and product quality is good but it wears off quickly ..,negative,0.9048,negative,positive,0.4911,None,positive,0.7306,None,positive,0.7823,None,positive,0.8371,positive,positive,0.4249,None,positive,0.7679,None,MIXED,0.739
"the lipstick color is exactly like the picture, the lipstick is heavy in the hand, i really like itnnnn, the lipstick smells so good, i like this line better than merzy hehe the matte style is smoother and it doesn't dry out my lips at all. the shop also carefully wrapped the package with adhesive tape to see if the product was cut or not. delivery took a bit long by the shipper, but i'm satisfied with the delivery",positive,0.5004,positive,positive,0.7325,positive,positive,0.7384,positive,positive,0.8785,None,positive,0.7977,positive,negative,0.81,negative,positive,0.8469,positive,MIXED,0.6863
"the lipstick is so pretty, but i'm too lazy to take pictures so i took these for now super fast delivery too 10 damm ?????",positive,0.5914,None,positive,0.5093,None,positive,0.7621,None,positive,0.8764,None,positive,0.7918,None,positive,0.9628,positive,positive,0.8854,None,Overall Positive,0.0
fast delivery and fragrant lipstick. next time i will continue to support the shop,positive,0.7757,None,positive,0.7015,None,positive,0.8762,positive,positive,0.9336,None,positive,0.9078,None,positive,0.8856,positive,positive,0.9401,None,Overall Positive,0.0
"preparation of goods is quite slow. the packaging was secure, but i don't understand why my lipstick was in an opened state, even though the inside of the lipstick had a pretty long scratch on it. when i texted the shop, the shop did not reply. quite disappointing",negative,0.5851,None,negative,0.8318,None,negative,0.5304,None,negative,0.5635,None,negative,0.6623,None,negative,0.8279,negative,negative,0.8743,negative,Overall Negative,0.0
"long delivery, 11 days arrived, correct product delivered and this is my t3 tree and the color is beautiful",negative,0.5229,None,positive,0.5545,None,positive,0.7473,None,positive,0.837,None,positive,0.7749,positive,negative,0.8707,negative,positive,0.7811,None,MIXED,1.0119
"delivered the right product, beautiful, just like the photo, haven't tested it yet so i don't know how the lipstick is",neutral,0.8461,None,neutral,0.8307,None,positive,0.677,None,positive,0.8126,None,positive,0.5127,None,positive,0.5037,neutral,positive,0.8177,None,Overall Positive,0.0
"mau son kha la ok , m?i t?i t?i n?u , hihhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh",positive,0.6518,None,positive,0.7732,None,positive,0.8893,positive,positive,0.9098,None,positive,0.8894,positive,positive,0.5966,None,positive,0.9122,None,Overall Positive,0.0
product quality is ok. fast delivery. suitable for the price. video images to receive coins????????,positive,0.732,None,positive,0.6299,None,positive,0.8659,None,positive,0.9236,positive,positive,0.8763,None,positive,0.9185,positive,positive,0.9292,None,Overall Positive,0.0
"the shop delivered the goods correctly, even though it was a foreign product, but the delivery was quite fast. unfortunately, the color 001 is orange and it's a bit ugly.",neutral,0.4148,None,positive,0.5748,None,positive,0.4115,None,positive,0.5933,None,negative,0.6628,negative,positive,0.737,positive,positive,0.5105,None,MIXED,0.5369
"because of the pandemic, the delivery took a while. the shop gave very enthusiastic advice. the second time i bought from the shop, i was very satisfied!!!",positive,0.4555,None,positive,0.8091,None,positive,0.793,None,positive,0.8536,None,positive,0.7543,None,negative,0.6497,negative,positive,0.8222,None,MIXED,0.5675
the lipstick is soft and smooth on the lips the color is also quite pretty delivery a bit long everyone should buy it,positive,0.4447,None,positive,0.8251,positive,positive,0.8081,None,positive,0.8861,None,positive,0.8371,positive,negative,0.8116,negative,positive,0.8834,None,MIXED,0.6918
"really disappointed!!! ?????? i'm really disappointed that i didn't buy from the shop sooner. the shop sells cheap but beautiful items, fast delivery, sturdy packaging. very, very recommended to buy",negative,0.5019,None,negative,0.4385,None,positive,0.3829,None,positive,0.575,positive,positive,0.4007,None,positive,0.8131,positive,negative,0.5517,positive,MIXED,0.8844
"fast delivery, good packaging, ok quality. scented lipstick is a pleasure to use",positive,0.8231,None,positive,0.74,None,positive,0.8753,positive,positive,0.9349,None,positive,0.9412,None,positive,0.8586,positive,positive,0.9439,positive,Overall Positive,0.0
very fragrant and smooth,positive,0.73,None,positive,0.9203,positive,positive,0.9066,positive,positive,0.9354,None,positive,0.7097,None,neutral,0.6027,None,positive,0.9032,None,Overall Positive,0.0
"received the goods, delivered quickly, pictures and videos are for coin receipt purposes only hihihihi",positive,0.724,None,positive,0.6367,None,positive,0.8342,None,positive,0.9104,None,positive,0.8955,None,positive,0.9438,positive,positive,0.9217,None,Overall Positive,0.0
recommend i bought this sharpener too it's extremely smooth the color is also correct,positive,0.7161,None,positive,0.8705,positive,positive,0.9062,None,positive,0.9377,None,positive,0.7544,positive,neutral,0.7412,None,positive,0.9036,None,Overall Positive,0.0
the color applied looks a bit old and wrinkled on the lips. must be bold. darkening it up requires makeup to match. so i've only tried it once but haven't used it yet,neutral,0.4505,None,neutral,0.3931,None,negative,0.398,None,positive,0.5272,None,negative,0.7172,negative,negative,0.6073,None,negative,0.4301,None,MIXED,0.4235
"beautiful color and very fragrant ??, i immediately liked it when i opened it, delivery was also fast ??",positive,0.7733,None,positive,0.6867,None,positive,0.8537,positive,positive,0.9214,None,positive,0.9312,positive,positive,0.9179,positive,positive,0.9341,None,Overall Positive,0.0
"uses: beautifying texture: lipstick color fastness: ben li fast delivery, standard product, comes with 1 lipstick and 5 lucky money envelopes. still love bbia hhhhhjj",neutral,0.608,positive,neutral,0.8211,neutral,positive,0.7028,None,positive,0.8181,None,positive,0.8237,None,positive,0.7776,positive,positive,0.8201,None,Overall Positive,0.0
pack the product carefully support the shop next time ????????????????????????????,positive,0.7248,None,positive,0.8211,None,positive,0.8971,None,positive,0.9307,None,positive,0.7845,None,neutral,0.7597,None,positive,0.9016,positive,Overall Positive,0.0
beautiful fast delivery i like it very much hiiiiiiiiiihiiiiiiiiiiiii,positive,0.7588,None,positive,0.6338,None,positive,0.8401,None,positive,0.9119,None,positive,0.9382,None,positive,0.9141,positive,positive,0.9288,None,Overall Positive,0.0
"beautiful product, delivered correctly, delivered in full, everyone should buy from this shop because you will not be disappointed",positive,0.7715,None,positive,0.8233,None,positive,0.9024,None,positive,0.9329,None,positive,0.8692,None,neutral,0.7638,positive,positive,0.9041,None,Overall Positive,0.0
"nice package! 24 is more orange than orange, 18 is red and orange.",positive,0.3393,None,positive,0.4545,None,positive,0.4644,None,positive,0.5186,None,neutral,0.4899,neutral,neutral,0.3807,None,positive,0.486,positive,Overall Positive,0.0
"got it as a gift with eglips mascara, just got a 100k voucher, it's so cheap",positive,0.8381,None,positive,0.7737,None,positive,0.9238,None,positive,0.9369,positive,positive,0.8917,None,neutral,0.6573,None,positive,0.9192,None,Overall Positive,0.0
"the lipstick color is so beautiful, it smells so good like chocolate, it's amazing hihi",positive,0.6202,None,positive,0.6455,None,positive,0.8495,positive,positive,0.8764,None,positive,0.9493,positive,neutral,0.4806,None,positive,0.885,None,Overall Positive,0.0
"quality lipstick suitable for price range. buy three lipsticks and get a free one of the same beautiful color, and many other gifts. quite surprised when receiving the goods.",positive,0.7944,None,positive,0.7797,None,positive,0.8932,None,positive,0.9198,positive,positive,0.9059,positive,neutral,0.7217,None,positive,0.8964,None,Overall Positive,0.0
the orange color comes from the orange cap tree the color is more pink than purple kkkkkkkkk,neutral,0.4583,None,neutral,0.4287,None,positive,0.4395,None,positive,0.5929,None,neutral,0.5317,neutral,neutral,0.4206,None,positive,0.5318,None,Overall Positive,0.0
fast deliveryhhhhhhh price is ok and includes gg code the amount of lipstick is small so you can buy a lot of lipstick,positive,0.7713,None,positive,0.6605,None,positive,0.8813,None,positive,0.9291,positive,positive,0.8866,None,positive,0.8982,positive,positive,0.938,None,Overall Positive,0.0
"the lipstick has a long date, fully labeled, beautiful lipstick color, carefully packaged, fast delivery",positive,0.8325,None,positive,0.7572,None,positive,0.8986,None,positive,0.9413,None,positive,0.9323,positive,positive,0.8094,positive,positive,0.9495,positive,Overall Positive,0.0
"the color is beautiful, but it's powdery and needs to be fixed. delivery is neither fast nor slow",negative,0.5708,None,negative,0.8616,negative,positive,0.4877,None,positive,0.7313,None,positive,0.6991,positive,positive,0.6029,neutral,negative,0.5487,None,MIXED,1.1093
"the color of the lipstick is more beautiful, fast delivery in 2 days, much cheaper on sale.",positive,0.7582,None,positive,0.6019,None,positive,0.8349,None,positive,0.9098,positive,positive,0.9516,positive,positive,0.8834,positive,positive,0.9202,None,Overall Positive,0.0
"sample review text to receive coins will not be deleted by shopee because of spam: the product is so beautiful and amazing, i couldn't expect anything more. thank you to the supplier, manufacturer, thank you to the seller, thank you to the e-commerce platform, thank you to the carrier for giving me the opportunity to use a good product like this. the packaging is very beautiful.",positive,0.726,None,positive,0.6109,None,positive,0.8135,None,positive,0.8575,None,positive,0.8772,None,neutral,0.5188,None,positive,0.8447,positive,Overall Positive,0.0
"the picture is for coin purposes, the lipstick is beautiful but there is quite a bit, applying it on the lips is very drying even though i applied a layer of moisturizer underneath.",positive,0.7399,None,neutral,0.5269,negative,positive,0.6388,None,positive,0.824,None,positive,0.8616,None,neutral,0.6336,None,positive,0.7837,None,Overall Positive,0.0
"the shell is beautiful but the quality is not the same after painting, i can't spread it anywhere else after kneading the dough, it was all powder the smell is not fragrant why do those guys praise me so much? really strange ??????",negative,0.5014,None,negative,0.7223,negative,negative,0.8085,negative,positive,0.588,None,negative,0.51,None,negative,0.5126,None,negative,0.6921,None,MIXED,0.5082
so cutekkkk the price is so cheap aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,positive,0.6493,None,positive,0.799,None,positive,0.8945,None,positive,0.9042,positive,positive,0.9351,None,positive,0.477,None,positive,0.908,None,Overall Positive,0.0
fast delivery bought twice already. this lipstick color is used gently without being picky on the skin,positive,0.8029,None,positive,0.8237,None,positive,0.8913,None,positive,0.9435,None,positive,0.8818,positive,positive,0.8657,positive,positive,0.9422,None,Overall Positive,0.0
"pictures and vid to receive coins because i ordered without a picture but i heard the color is similar to the picture, nice lipstick quality.",positive,0.5559,None,positive,0.612,positive,positive,0.8389,None,positive,0.8979,None,positive,0.7411,positive,neutral,0.7183,None,positive,0.8769,None,Overall Positive,0.0
"visually, everything looks very good even though the price is very reasonable....................................however, the lipstick is quite stinky and the smell is very unpleasant.",positive,0.562,None,positive,0.4944,None,negative,0.8658,negative,positive,0.7505,positive,positive,0.755,None,positive,0.3948,None,positive,0.6301,None,MIXED,0.6974
"the image is for the purpose of receiving coins okee lipstick is beautiful, a bit drying on the lips, strong scent but overall beautiful",positive,0.5778,None,negative,0.8183,negative,positive,0.5525,negative,positive,0.8202,None,positive,0.8827,None,neutral,0.3674,None,positive,0.6508,None,MIXED,0.6627
"100 vnd quality, color 25 is a bit pudgy, please buy this color. each tip is tiny",positive,0.457,None,negative,0.4056,None,negative,0.484,None,positive,0.6499,None,neutral,0.4607,positive,neutral,0.401,None,positive,0.4542,None,MIXED,0.5667
color fastness: not very matte smells so good of chocolate i want to eat it too the case is very sturdy and can never be opened cheap price,negative,0.8546,negative,neutral,0.4752,None,positive,0.675,positive,positive,0.8281,positive,positive,0.7212,None,negative,0.5803,None,positive,0.7725,None,MIXED,0.9703
there is so much beauty in this lipstick set ???? the quality of the lipstick is beyond criticism ??,positive,0.7856,None,positive,0.8149,positive,positive,0.8924,None,positive,0.9245,None,positive,0.9057,None,neutral,0.7233,None,positive,0.9025,None,Overall Positive,0.0
"carefully packaged, beautiful lipstick color, i really like this color so i buy it every time",positive,0.8014,None,positive,0.8108,None,positive,0.9027,None,positive,0.9311,None,positive,0.9323,positive,neutral,0.5899,None,positive,0.93,positive,Overall Positive,0.0
"i bought this lipstick before so i really like it, the lipstick color is very attractive, i always love this color from romand :))))",positive,0.7212,None,positive,0.6831,None,positive,0.8609,None,positive,0.8971,None,positive,0.9352,positive,neutral,0.5146,None,positive,0.9043,None,Overall Positive,0.0
"it's cheap and beautiful, but the shipping is a bit slow because it's an international shop, so please understand",negative,0.5024,None,negative,0.8959,None,positive,0.5139,None,positive,0.6908,positive,positive,0.5939,None,negative,0.7865,negative,negative,0.7227,None,MIXED,1.1112
"the lipstick is beautifulppp, the lips are very smooth, the price is also cheap, overall it's okkk",positive,0.7903,None,positive,0.9102,positive,positive,0.9249,None,positive,0.9485,positive,positive,0.8071,None,neutral,0.6889,None,positive,0.9206,None,Overall Positive,0.0
"the lipstick has a sweet scent and looks very pretty :)))) i don't know how the color will turn out, it's suitable for the price",neutral,0.8466,None,neutral,0.7795,None,positive,0.6033,positive,positive,0.8122,positive,neutral,0.6391,neutral,neutral,0.4321,None,positive,0.7879,None,Overall Positive,0.0
"delivery took a while due to international shipping, but the packaging was very careful and the color is quite beautiful",negative,0.4818,None,positive,0.7627,None,positive,0.8038,None,positive,0.8717,None,positive,0.8149,positive,negative,0.8216,negative,positive,0.8599,positive,MIXED,0.9898
"it's great, you should buy it. looking for a sale that's both cheap and reasonably priced",positive,0.7885,None,positive,0.8352,None,positive,0.9146,None,positive,0.9366,positive,positive,0.8769,None,neutral,0.7291,None,positive,0.9101,None,Overall Positive,0.0
"domestic products are delivered very quickly, delivered in full, very good products, cheap prices, i always recommend buying, and get free shipping. wait, the lipstick has a beautiful color that doesn't dry out the lips, smells like orange, whitens the skin, lol overall, there's nothing to criticize about the shop's items. pictures and examples are not relevant lw",positive,0.819,None,positive,0.749,positive,positive,0.89,positive,positive,0.9383,positive,positive,0.9353,positive,positive,0.8295,positive,positive,0.9471,None,Overall Positive,0.0
"fast delivery, beautiful lipstick color, light scent, overall very satisfied",positive,0.7906,None,positive,0.6428,None,positive,0.8593,positive,positive,0.9211,None,positive,0.9541,positive,positive,0.861,positive,positive,0.9351,None,Overall Positive,0.0
"beautiful natural lipstick color, soft on lips. but it goes on so quickly, it doesn't stay put, you apply lip balm and it disappears immediately",negative,0.928,negative,positive,0.5944,positive,positive,0.6841,None,positive,0.7775,None,positive,0.7157,positive,positive,0.537,None,positive,0.7612,None,MIXED,0.7557
"packing 10 points the lipstick is so pretty but there's a lot of glitter so if you accidentally apply it, the glitter sticks and smudges ??",positive,0.7109,None,neutral,0.4868,None,negative,0.4333,None,positive,0.743,None,positive,0.8157,None,neutral,0.5886,None,positive,0.6192,positive,MIXED,0.3768
"compared to the price when i got it on sale, it's okay, the color is nice, the lipstick is smooth and soft, but the feeling of applying it is not plump, the lipstick is quite small and can't be held very firmly.",negative,0.6882,None,positive,0.6183,positive,positive,0.4186,None,positive,0.6139,positive,negative,0.3796,positive,positive,0.468,None,positive,0.4801,None,MIXED,0.7568
excellent product quality due to beautiful and sturdy product packaging,positive,0.7864,None,positive,0.8456,None,positive,0.9053,None,positive,0.9308,None,positive,0.8742,None,neutral,0.7334,None,positive,0.909,positive,Overall Positive,0.0
