text,aspect,true_label,pred_label,error_type
Uses: Pretty Texture: Good Color fastness: Long LoannxncndnejekakannKaka Shiaoakakwkwjsjkkdksososksjjdjdjeks Nkskskskwnensjjsoallajahsjsia Ksosoanashjsisowmwnsjsjsksn,stayingpower,positive,neutral,positive->neutral
"The lipstick is very pretty, nice color, smooth, but not too sticky, suitable for the price",stayingpower,positive,negative,positive->negative
The lipstick is slightly glossy and the color is so,texture,neutral,positive,neutral->positive
"The lipstick is smooth on the lips and looks beautiful. I bought it this time so I don't have to worry. It's easy to fade and the color isn't the same as the original color, but it lasts beautifully for a long time",stayingpower,positive,negative,positive->negative
"Max lipstick is ok, almost no smell at all. The wool color is also very beautiful. I bought 2 wax and cream and got lip gloss as a gift. Delivery is also fast",smell,positive,neutral,positive->neutral
"The lipstick color is okay but I don't like the smell at all. It doesn't smell good. In general, you get what you pay for",price,neutral,positive,neutral->positive
"Uses: beautiful Texture: rough Color fastness: unknown Beautiful color, applies smoothly on lips, overall beautiful, not fragrant",stayingpower,positive,neutral,positive->neutral
The lipstick a bit like chocolate and the lipstick is quite smooth but seems a bit powdery,texture,neutral,negative,neutral->negative
"Delivery took a while, but in return the lipstick is smooth and the color is perfect on the hand, so I don't know how it looks on the lips",colour,positive,neutral,positive->neutral
"Uses: beautifying Texture: lipstick Color fastness: ben li Fast delivery, standard product, comes with 1 lipstick and 5 lucky money envelopes. Still love bbia",texture,neutral,positive,neutral->positive
"Matte lipstick, slightly pungent smell, dries quickly so spreads quickly, good color for the price.",texture,neutral,positive,neutral->positive
The color is beautiful and the packaging is beautiful and fragrant. The quality of the lipstick to my lips. Using lip balm is a bit better. It's worth the money.,stayingpower,negative,neutral,negative->neutral
"The quality is also normal, the scent is suitable for the price but the color is a bit dark",smell,positive,neutral,positive->neutral
"Beautiful lipstick ? beautiful packaging, fast shipping, I like the quality of the lipstick. It's a bit dry but it gives the right color and lasts for a long time. I would buy it.",texture,neutral,negative,neutral->negative
"Uses: Yes Texture: Okay Color fastness: Good I don't really like this scent, but after applying it a little, I don't notice the smell",smell,neutral,negative,neutral->negative
"The packaging is so pretty, the lipstick so good but the color I tested with 404 is not as dark as the photo, it doesn't dry out my lips ?",colour,negative,neutral,negative->neutral
"The lipstick is very beautiful and cheap, delivery took a while but it's beautiful…",shipping,neutral,negative,neutral->negative
"You get what you pay for, if the lipstick doesn't have a matte finish, it looks smudged without lipstick, so don't buy it, it's a waste of money.",price,negative,positive,negative->positive
"Uses: lipstick Texture: water Color fastness: 3-4 hours Wow, I thought it wouldn't be delivered :)) It turns out the guy who sent it to me took it home and now he delivered it and it was delivered successfully :))) I bought it twice and it's cheap but I like it a lot. Personally, I like this one more than black rouge.",shipping,neutral,positive,neutral->positive
Beautiful lipstick color. The lipstick rarely dries out the lips. Packaging ok. Delivery is also okay.,texture,neutral,positive,neutral->positive
"The product is very beautiful, this color is the best color, orange red is super pretty, the lipstick quality is still the same, it washes off quickly and is clean.",texture,neutral,positive,neutral->positive
"Fast delivery, beautiful lipstick, true color, will support the shop more next time",texture,positive,neutral,positive->neutral
"The product is carefully packaged, the lipstick color is beautiful, the smell is a bit harsh at first but then fragrant, the lipstick is matte but needs moisturizing.",texture,neutral,negative,neutral->negative
"The product is carefully packaged, the lipstick color is beautiful, the smell is a bit harsh at first but then fragrant, the lipstick is matte but needs moisturizing.",smell,positive,negative,positive->negative
"Excellent product quality Good packaging, fast shipping ok",shipping,negative,positive,negative->positive
"302 is a red-orange color, 405 is quite similar to the model, for me, 302 is a bit ? because I like darker colors, but it still brightens my skin. I love 405 more.",colour,neutral,positive,neutral->positive
"Delivered on time, soft and smooth lipstick quality, beautiful design and color.",shipping,positive,neutral,positive->neutral
"Uses: Makeup Texture: creamy Color fastness: Not good The quality of the lipstick is too dry and the lipstick is a bit small. Overall, I don't like it very much. Delivery takes a long time, but international products understand",shipping,negative,neutral,negative->neutral
Uses: lipstick Texture: powder Color fastness: matte The lipstick is a bit powdery so you have to moisturize it before applying it Delivery takes up to 1 month,shipping,negative,neutral,negative->neutral
Uses: Make new products from hongfordof Texture: 1 cup lipstick Color fastness: Very fast Lipstick is so beautiful,stayingpower,neutral,positive,neutral->positive
Uses: Make new products from hongfordof Texture: 1 cup lipstick Color fastness: Very fast Lipstick is so beautiful,texture,negative,neutral,negative->neutral
"Delivery takes about 7 days to receive the goods, product as sample, price ok",shipping,positive,neutral,positive->neutral
"Uses: nice Texture: wool wool Color fastness: not blue The product is so beautiful and amazing, I couldn't expect anything more. Thank you to the supplier, manufacturer, thank you to the seller, thank you to the e-commerce platform, thank you to the carrier for giving me the opportunity to use a good product like this.",stayingpower,negative,neutral,negative->neutral
"I tried the lipstick myself I'm a bit disappointed with color 302 because it's brighter than I thought You should choose 402, it's pretty Nice lipstick quality I don't like the packaging because it shipped so far away without a box",colour,neutral,negative,neutral->negative
"Uses: beautiful color Texture: unknown Color fastness: no I bought it once at the shop and then rest assured, the lipstick is extremely cheap and the color is amazing, you should buy it?",stayingpower,negative,neutral,negative->neutral
"It's beautiful, so excellent hehee… delivered in the right color and right model, nothing missing hihi… perfect knot",shipping,positive,neutral,positive->neutral
"The lipstick is a matte lipstick, I tested it on my hand and the color is quite nice =))))))) but the wait was a bit long but the delivery guy knew the house right away ?",shipping,negative,positive,negative->positive
"Uses: sOn Texture: CREAM Color fastness: cream The scent of the lipstick is like the smell of chocolate candy coins, but the smell will wear off after a long time, and the powder lipstick can easily wash off",texture,neutral,negative,neutral->negative
"Uses: sOn Texture: CREAM Color fastness: cream The scent of the lipstick is like the smell of chocolate candy coins, but the smell will wear off after a long time, and the powder lipstick can easily wash off",smell,neutral,positive,neutral->positive
"I don't know the color very well But ok, you get what you pay for …",colour,positive,negative,positive->negative
"The lipstick is beautiful, pretty but it shows the lip lines a little cxxx okay. …",texture,negative,neutral,negative->neutral
"The lipstick is really good quality, fragrant and smooth, 402 is in the picture but darker on the outside, I bought 404 for you, will update later. The packaging is poor, only a black bag but it doesn't affect much, you should buy it, you also get an extra gift",packing,neutral,negative,neutral->negative
"The shop gave me this lipstick But when I asked the shop again, the shop gave me a discount code to buy it again",shipping,neutral,negative,neutral->negative
The lipstick is odorless and the color is good,smell,positive,neutral,positive->neutral
"My skin color is dark so I think it's ok. Looking for a sale at a very good price. I don't have any complaints about BBIA's lipstick quality, it doesn't come out much if you keep it in paper. I haven't put on lipstick while eating, so I can't tell. In general, you should buy it. The cold color is very good",stayingpower,positive,negative,positive->negative
"The lipstick color is a bit orange, right? A bit dry, 150k is more than ok",colour,negative,neutral,negative->neutral
"The lipstick is very matte but doesn't dry out your lips. The lipstick dries very quickly so you have to spread it quickly otherwise it will easily become clumpy. Without eating or drinking, the color will last for more than 5 hours. Very nice",texture,neutral,positive,neutral->positive
"Creamy lipstick, same color as picture Will support again next time The video is for the purpose of receiving coins",texture,positive,negative,positive->negative
"The lipstick quality is a bit disappointing, very sticky, needs to be blended quickly to avoid uneven color In return, the color is beautiful The problem is that there are 2 links with the same lipstick code, but 1 link sells for 129k, the other sells for 200k :)))",price,neutral,positive,neutral->positive
My armpit hurts so much. The lipstick is on sale but it's very good and the price is so amazing. The smell is still fragrant but you should be a little careful when eating and drinking.,smell,positive,neutral,positive->neutral
"The lipstick has a good smell? matte lipstick ? Delivery took a while, bbmn xbhd",texture,neutral,positive,neutral->positive
"Packed securely, fast delivery, lipstick quality is normal in my opinion, a bit difficult to spread evenly, quite matte, 2 colors 402 and 404 are quite similar :((",texture,neutral,negative,neutral->negative
"Delivery took a long time, but the eyes could not get the lipstick to be red, so many letters and pictures were written that were not related",colour,neutral,negative,neutral->negative
"The product is cheap, I haven't used it yet so I don't know the quality. Only the delivery person made me panic because the packaging was torn but luckily it was still enough.",shipping,neutral,negative,neutral->negative
"Uses: 5/10 Texture: 5/10 Color fastness: 4/10 You get what you pay for, dry lipstick, super smell, rickety plastic case",stayingpower,negative,positive,negative->positive
"Uses: 5/10 Texture: 5/10 Color fastness: 4/10 You get what you pay for, dry lipstick, super smell, rickety plastic case",texture,negative,positive,negative->positive
"Uses: 5/10 Texture: 5/10 Color fastness: 4/10 You get what you pay for, dry lipstick, super smell, rickety plastic case",smell,negative,positive,negative->positive
"Uses: 5/10 Texture: 5/10 Color fastness: 4/10 You get what you pay for, dry lipstick, super smell, rickety plastic case",price,neutral,positive,neutral->positive
"Use: lipstick Texture: dry Color fastness: excellent, long-lasting after eating grease I bought it for the second time and it's great. I don't like the moist style of lipstick, but this lipstick dries out my lips. It's great. 10 VND",texture,positive,negative,positive->negative
Son mauf ?p nh?ng không ?c th?m v?i giá nh? này thì ok r?i. Delivery took a while,smell,negative,positive,negative->positive
"Looking at the sample, I thought it was red, but when I applied it to my lips, it turned out to be deep red, suitable for soaked skin. It's delicious and genuine Bbia is the best ?",colour,positive,negative,positive->negative
"The brush is soft, the lipstick inside also has a orange smell but the outside really dark :))) after looking at the reviews, the shop often sends missing items. My friend was also sent the wrong color of eye shadow and was shocked, luckily the shop delivered the correct one and enough for me.",smell,negative,neutral,negative->neutral
"The brush is soft, the lipstick inside also has a orange smell but the outside really dark :))) after looking at the reviews, the shop often sends missing items. My friend was also sent the wrong color of eye shadow and was shocked, luckily the shop delivered the correct one and enough for me.",shipping,positive,negative,positive->negative
"The lipstick has a non-fine powdery texture. Seeing a lot of purchases, I thought the quality was just normal. Don't buy it, everyone",texture,negative,neutral,negative->neutral
The color is a little different than expected but I like the lipstick. At first it's a bit loose on my lips but after about 5 seconds it dries and it becomes more matte and smooth without showing any lip lines. Will buy more colors later.,colour,negative,positive,negative->positive
Some of the models I posted are for sale Son is ok Cheap price suitable for quality 1 week in stock. I'm in Ho Chi Minh City,shipping,neutral,positive,neutral->positive
The lipstick is quite matte and smooth But the color tone seems a bit orange I like the deeper red color,colour,negative,neutral,negative->neutral
"…fragrant smell, smooth lipstick, I love it so much (Photo not really related)",smell,positive,neutral,positive->neutral
"Fast delivery. The lipstick is matte, soft, and nourishing, so when you apply it on your lips, you won't be afraid of dry lips, but because of that, the lipstick will also slide off easily, so you can reapply it. The scent of 501 is peachy, not at all, these two colors wash off leaving an orange base By the way, color 501 is really suitable to mix with 302",smell,positive,neutral,positive->neutral
"Fast delivery. The lipstick is matte, soft, and nourishing, so when you apply it on your lips, you won't be afraid of dry lips, but because of that, the lipstick will also slide off easily, so you can reapply it. The scent of 501 is peachy, not at all, these two colors wash off leaving an orange base By the way, color 501 is really suitable to mix with 302",colour,positive,neutral,positive->neutral
"The color is beautiful, the skin is beautiful, the skin is beautiful, the smell is also beautiful, these cheap domestic lipsticks make me feel uneasy…",price,neutral,positive,neutral->positive
"The lipstick is redder than the picture, the quality of the lipstick is ok and applies smoothly but shows the lip lines and rubs off easily",colour,neutral,negative,neutral->negative
"Beautiful lipstick, carefully packaged and beautiful color on lips. Super like: 3 very matte lipsticks",stayingpower,negative,positive,negative->positive
"Uses: The lipstick is very smooth and silky Texture: fragrant chocolate scent Color fastness: super standard on lips Delivery was a bit slow, I ordered on 12/12 and received it in",stayingpower,neutral,positive,neutral->positive
"The product is quite ok, suitable for student prices and the smell is light but the delivery is a bit slow. You can buy from this shop. Videos and pictures are for shopxu purposes only.",smell,positive,neutral,positive->neutral
"Uses: very good value for money Structure: compact and convenient Color fastness: absolutely beautiful The shop delivered within 2 days. The lipstick is reputable and the color on the lips is beautiful. Next time, I will support the shop nx",texture,positive,neutral,positive->neutral
Delivery is okay. Lipstick quality is ok. Very fragrant. Packaged very securely,shipping,positive,neutral,positive->neutral
"Uses: This product is available now, no one can buy it, so it's okay",colour,neutral,positive,neutral->positive
"Delivered correctly and in full product. Late delivery huhu. In the appointment, it was written to be delivered on June 11. It wasn't until June 16. TT was delivered. I'm sorry because it's so small, so it's okay. The lipstick has a pink base, a bit disappointing, but in return, the lipstick adheres well hehe",colour,negative,neutral,negative->neutral
"The two basic colors are the same, the lipstick is very smooth, very beautiful, the shop delivered quickly but there was a shortage of goods",colour,neutral,positive,neutral->positive
"Delivery is 1 week away. At this price, I don't expect the lipstick to be matte and beautiful, but it's still ok to apply on the lips. Apply lip balm first to avoid dry lips. 302 is beautiful while 203 is more orange",stayingpower,neutral,negative,neutral->negative
"Delivery is 1 week away. At this price, I don't expect the lipstick to be matte and beautiful, but it's still ok to apply on the lips. Apply lip balm first to avoid dry lips. 302 is beautiful while 203 is more orange",texture,positive,neutral,positive->neutral
"It's so beautiful that it doesn't fade quickly, but it very",stayingpower,negative,positive,negative->positive
"The picture is not related. I bought it a second time. I should buy the lipstick, the quality is very good. It's on sale but the price is still the same every day",price,neutral,positive,neutral->positive
"The product looks like the picture, the quality is worth the price. The lipstick has a light orange scent.",smell,positive,neutral,positive->neutral
International shipping takes a while. The lipstick is very matte so you need to moisturize it before using it otherwise your lips will dry out a bit,texture,neutral,negative,neutral->negative
"The color is not as described in the picture or compared to the lipstick packaging. The quality of the lipstick seems to be nourishing, so it makes the lips soft, but like previous feedback, the lipstick is not smooth but has tiny of particles.",texture,negative,positive,negative->positive
Goods received. Full delivery shop. Cheap but quite pretty. Should try,shipping,positive,neutral,positive->neutral
"The lipstick color is exactly like an earthy orange, without clumping. When applied in layers, it to the center of the lips. The plus point is that the lipstick applies evenly, is the right color, and has a fragrant scent. Should makeup with this color not look a bit strange",texture,negative,positive,negative->positive
"Carefully packaged, fully delivered product. I really like it, this lipstick is more drying so please use more lip balm? the video is for donation purposes only.",texture,negative,positive,negative->positive
"The packaging is sure not to be dented or the lipstick cap is opened. If you are allergic to the smell like me, you can still use it. The color is beautiful, exactly the color I like, reddish brown but a little more brown, not too However, the delivery took a bit long. I ordered it on January 1 and just got it now, but it's okay. The quality is 10 points 10 points ?",smell,neutral,positive,neutral->positive
"The packaging is sure not to be dented or the lipstick cap is opened. If you are allergic to the smell like me, you can still use it. The color is beautiful, exactly the color I like, reddish brown but a little more brown, not too However, the delivery took a bit long. I ordered it on January 1 and just got it now, but it's okay. The quality is 10 points 10 points ?",shipping,positive,negative,positive->negative
The lipstick color is quite good but will look a bit older. You should read reviews before buying. The lipstick easily to the rim of the cup even if you only drink light water.,stayingpower,negative,positive,negative->positive
The lipstick color is quite good but will look a bit older. You should read reviews before buying. The lipstick easily to the rim of the cup even if you only drink light water.,colour,neutral,positive,neutral->positive
"Chart are m?n, mày này nôn làm rmbdk c nd. Cone kksbe x I c fnjcj",texture,positive,neutral,positive->neutral
"Fast delivery. Product packaging is very secure. But I bought 2 cups, which one gives beautiful color on my lips ? mud",colour,negative,positive,negative->positive
"Original lipstick color 403 in the video Smooth to use, slightly dry so add lip balm, easy to use color, whitens teeth",texture,neutral,positive,neutral->positive
"Original lipstick color 403 in the video Smooth to use, slightly dry so add lip balm, easy to use color, whitens teeth",colour,positive,neutral,positive->neutral
"Fast delivery, but takes a long time to prepare, genuine product, more pink color",colour,neutral,negative,neutral->negative
"The lipstick color is very pretty, the quality is not powdery at all. You can go to my tiktok channel @mint110702 to see product details ?",texture,neutral,positive,neutral->positive
Texture: cx ok Color fastness: the color is very beautiful I bought it for you so I don't know how to rate it properly but the color is so beautiful and not too dark.,texture,neutral,positive,neutral->positive
"The product is well packaged, shockproof, delivered in full, the color of the blush is not very good, the foundation does not have high coverage, the eyeshadow is enough, the shop packaged the goods quickly.",shipping,neutral,positive,neutral->positive
Product delivered in full. The shop is very enthusiastic and very satisfied with the product…,shipping,neutral,positive,neutral->positive
"Ordered 2 colors 402 and 404, received the goods and I am very satisfied. The lipstick has a light peach scent and is very fragrant. The two colors are almost the same. I think it's suitable for all skin types, it's cheap and beautiful, so you should buy it",colour,positive,neutral,positive->neutral
"Foreign customers should return for a long time. For this price, I don't expect much. When I tested the lipstick on my hand, it was smooth, but when I tested it on my lips, it was difficult to make it even out. The vid is for the purpose of receiving coins",texture,negative,positive,negative->positive
"This lipstick is beyond debate. It has a good scent and the color is perfect. It's also beautiful and suitable for cold seasons. It doesn't dry out too much. It's okay if the shop ships the packaging carefully, but when the lipstick box is dented and all the clear lipstick is gone, it's okay",packing,negative,positive,negative->positive
"Buy it for the second time. First time lipstick is not matte This time is also a bit stubborn. In general, lipstick quality is OK I like it",stayingpower,positive,negative,positive->negative
"Very disappointed, the color is earthy pink but on my lips it is lotus pink with a purple tint, probably due to my lip pigmentation. Consider giving up the lipstick. If you want to buy it, I'll pass it on. The lipstick is smooth, fragrant, easy to wear, not sticky at all. The box has an anti-counterfeit stamp and the lipstick is beautiful and shiny. Delivery took a while",colour,negative,neutral,negative->neutral
"Color fastness: gagha Uses: hAhha Texture: tagah Haven't tried this one yet, delivery is still too expensive so whether it's pretty or not, it's the same, 3 stars",shipping,negative,positive,negative->positive
"Beautiful lipstick, I bought color lipstick case, velvet lipstick cap so it looks very luxurious, you should buy it",colour,neutral,positive,neutral->positive
"Due to the epidemic, delivery may take a little longer Shop carefully packaged OK The only thing is that the lipstick wears off quickly and doesn't last long",shipping,negative,neutral,negative->neutral
The color on the outside looks nma the lipstick dries a bit quickly when applied to the lips before even spreading it and it's already dry,colour,positive,neutral,positive->neutral
"Uses: jw Texture: chan Color fastness: cream The lipstick doesn't last long, but quickly wears off a lot, so I checked it and got bored",texture,negative,neutral,negative->neutral
"Goods as pictured, very well packaged, delivery took a bit long but since it was November 11, it was ok.",shipping,neutral,negative,neutral->negative
"When I opened the lipstick package, I felt like I was going to faint. I just put the lipstick on and did I need to ask for permission? But the color is a little orange, not earthy red. It's already delicious if I use it =((",colour,negative,positive,negative->positive
"The lipstick color is so beautiful, the color is perfect, it applies smoothly on the lips, and it lasts a little longer",shipping,negative,positive,negative->positive
The product is securely packaged and the packaging is beautiful. I don't think the lipstick color is much different from the previous versions and the scent is almost the same as the dreamy late night version.,smell,neutral,positive,neutral->positive
The product is securely packaged and the packaging is beautiful. I don't think the lipstick color is much different from the previous versions and the scent is almost the same as the dreamy late night version.,colour,neutral,positive,neutral->positive
"So cute, I bought both and they look so lovely, delivery took about a week.",shipping,neutral,positive,neutral->positive
Just like the picture… The color is a bit darker than the picture so check it out when buying.. beautiful lipstick color and fragrant scent ?,colour,negative,positive,negative->positive
"Uses: Lipstick Texture: thick Color fastness: not matte On the shop photo, color 105 looks more like earthy pink. What I received is orange, but it is not earthy orange. It's a bit muddy, the lipstick is thick, powdery, and most paints will have a glossy layer. Delivery took a long time. In general, the lipstick is beautiful and the quality is good. It's just that the color is not the same as in the photo, so it's a bit muddy.",colour,neutral,negative,neutral->negative
"packing ok Comes with a lovely card Due to the pandemic situation, delivery may take a while. I sympathize standard lipstick",shipping,neutral,negative,neutral->negative
Texture: genuine Color fastness: standard color Uses: Soft and smooth unrelated images. The lipstick color is soft and smooth compared to the price,stayingpower,neutral,positive,neutral->positive
"Delivered in the correct size, lightly scented with chocolate, not sticky, but for this price it's okay ?",shipping,positive,neutral,positive->neutral
"The packaging isn't very neat, but it's in a box so it's okay, the new lipstick is so smooth and smooth.",packing,neutral,negative,neutral->negative
"Uses: If the price is like a loan, then there's nothing to cover it up Texture: thin lipstick and deodorant Color fastness: when drinking water, it will stain on the coc bar, but the general area will not be damaged",stayingpower,negative,neutral,negative->neutral
"The color doesn't suit dark skin very well. In my opinion, if you buy it, go to YT and see the review. The shop packed it well and gave you a mask. The quality of the lipstick is very difficult to spread. It looks powdery. The size of the lipstick is small, not much lipstick. You get what you pay for.",colour,neutral,negative,neutral->negative
"I bought it as a gift for a friend so I don't have a picture. I'm sorry, but the v26 color is not beautiful, please think carefully.",colour,negative,neutral,negative->neutral
"Despite the translation, the delivery time is quite fast, the lipstick has a very chocolate scent, when swatched on the hand the color is quite standard, similar to the picture (on the hand there is more red than in the photo) but when applied to the lips it leans more towards orange, overall it's okay but not very satisfied :(",smell,neutral,positive,neutral->positive
"Despite the translation, the delivery time is quite fast, the lipstick has a very chocolate scent, when swatched on the hand the color is quite standard, similar to the picture (on the hand there is more red than in the photo) but when applied to the lips it leans more towards orange, overall it's okay but not very satisfied :(",colour,neutral,positive,neutral->positive
"Beautiful lipstick, shipped on October 20. Bbia bought several times and still want to buy again",shipping,positive,neutral,positive->neutral
"Product delivered correctly and complete. However, the packaging was not careful and there was no shock protection. Can't rate the quality yet because I haven't used it yet. Hope the company fixes the packaging problem so customers can rest assured when ordering to Vietnam.",shipping,neutral,negative,neutral->negative
"The lipstick looks luxurious and smooth. Although this lipstick color is not the same as the picture, it looks very beautiful. bsba sja abjs",colour,positive,negative,positive->negative
"The lipstick is cheap but the packaging is so pretty, the lipstick color is a gentle earth tone",colour,neutral,positive,neutral->positive
"Not packaged carefully, bought genuine product but the box was distorted and looked like a fake product. I wonder if it's boring. The lipstick comes off easily and clearly, the previous bars last a long time even if you eat or drink until the end of the day, there will still be a layer of tint but this one can be applied for 1 hour and it's almost gone even if you don't eat and only drink water.",stayingpower,negative,positive,negative->positive
"As far as I can see, the lipstick color is not as matte as described, everyone, the packaging is very careful.",colour,positive,neutral,positive->neutral
Use: lipstick Texture: smooth and fragrant Color fastness: 2-3 hours without eating or drinking Beautiful ?,stayingpower,neutral,negative,neutral->negative
"Uses: beauty Texture: uki Color fastness: ukila If you want to buy a new card, please use seo",stayingpower,positive,neutral,positive->neutral
"Uses: beauty Texture: uki Color fastness: ukila If you want to buy a new card, please use seo",texture,positive,neutral,positive->neutral
Uses: beautiful color Texture: a bit dry but terrible? Color fastness: long lasting Pack the goods carefully to match the price,texture,neutral,negative,neutral->negative
Uses: beautiful color Texture: a bit dry but terrible? Color fastness: long lasting Pack the goods carefully to match the price,smell,negative,positive,negative->positive
"The lipstick is so pretty that it looks more pink than red on the lips, the quality is so smooth that you should buy it, the shop packed it well and delivered it quite quickly and .",colour,neutral,positive,neutral->positive
"Uses: soft lipstick that doesn't dry your lips Texture: beautiful and sturdy Color fastness: beautiful color but not very pleasant when applied, but the smell is horrible",colour,negative,positive,negative->positive
